row_label_raw,row_label_full,Tại ngày cuối năm,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Tổng cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
"Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.679.802.629.668,155.807.800.624,,1.835.610.430.292,1679802629668.0,155807800624.0,,1835610430292.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,227.710.440.312,23.125.082.344,,250.835.522.656,227710440312.0,23125082344.0,,250835522656.0
Vay và nợ,Vay và nợ,Vay và nợ,3.682.799.098.473,10.353.887.383.427,,14.036.686.481.900,3682799098473.0,10353887383427.0,,14036686481900.0
Cộng,Cộng,Cộng,5.590.312.168.453,10.532.820.266.395,,16.123.132.434.848,5590312168453.0,10532820266395.0,,16123132434848.0
