row_label_raw,row_label_full,Stt,"Tên công ty liên kết, liên doanh",Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,"numeric__Tên công ty liên kết, liên doanh",numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
8,8,8,Công ty Đầu tư Phát triển VRG Long Thành,"Lô E, KCN Lộc An, Bình Sơn, xã Bình Sơn, huyện Long Thành, Tỉnh Đồng Nai","31,00%","31,00%","Xây dựng hạ tầng khu công nghiệp, nhà, cơ sở hạ tầng kỹ thuật đô thị, khu dân cư, khu kinh tế; Đầu tư xây dựng công trình thủy điện, nhiệt điện: Kinh doanh điện, nước trong khu công nghiệp và đô thị",,,0.31,0.31,
9,9,9,Công ty Cổ phần Đầu tư Sài Gòn VRG,"Lô TT2-1, đường D4, KCN Đông Nam, xã Hoà Phú, huyện Cù Chi, TP. Hồ Chí Minh","18,85%","24,50%","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,0.1885,0.245,
10,10,10,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,"Số 636 đường Võ Văn Kiệt, phường 1, quận 5, TP. Hồ Chí Minh","27,14%","27,14%","Khai hoang, trồng mới, chăm sóc, khai thác, chế biến và mua bán các sản phẩm từ cây cao su; sản xuất mua bán, chế biến nông lâm sản xuất khẩu",,,0.27140000000000003,0.27140000000000003,
11,11,11,Công ty Cổ phần Du lịch Cao su Hàm Rồng,"Phố Hàm Rồng, thị trấn Sapa, huyện Sapa, tỉnh Lào Cai","34,00%","39,05%",Điều hành tua du lịch,,,0.34,0.39049999999999996,
12,12,12,Công ty Cổ phần Cao su Bến Thành,"Lô B3,1 KCN Tây Bắc Cù Chi, TP. Hồ Chí Minh","48,85%","48,85%","Sản xuất và mua bán sản phẩm cao su; Băng tải, dây curroie, cao su nguyên liệu, sản phẩm cao su kỹ thuật",,,0.4885,0.4885,
13,13,13,Công ty Cổ phần Xây dựng Cao su Đồng Nai,"Đường số 1, ấp Trung Tâm, xã Xuân Lập, thị xã Long Khánh, tỉnh Đồng Nai","35,88%","41,50%","Xây dựng công trình dân dụng, công nghiệp, giao thông, thuỷ lợi; Sản xuất vật liệu xây dựng: Bêtông tươi, bêtông nhựa nóng, ống cống, cấu kiện bê tông đúc sẵn; Trồng, khai thác, chế biến và mua bán sản phẩm cây nông nghiệp và công nghiệp",,,0.3588,0.415,
14,14,14,Công ty Cổ phần Lộc Thịnh,"KCN Nhơn Trạch 2, Lộc Khang, xã Hiệp Phước, huyện Nhơn Trạch, tỉnh Đồng Nai","36,36%","36,36%","Xây dựng công trình đường sắt và đường bộ; Xây dựng công trình giao thông; Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê; Đầu tư xây dựng hạ tầng khu công nghiệp",,,0.3636,0.3636,
