row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
68,68,68,Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu TiếngCông ty Cổ phần Thế thao Cao su Phú Riềng BìnhPhước,Báo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
69,69,69,Công ty Cổ phần Kinh doanh bất động sản Cao Su Dầu TiếngCông ty Cổ phần Thế thao Cao su Phú Riềng BìnhPhước,Báo cáo tài chính,AASCs,Ý kiến ngoại trừ,,,,
70,70,70,"Công ty Cổ phần Đầu tư Xây dựng Cao su Phú ThịnhCông ty Cổ phần Cao su Đồng Phú, Đắk Nông",Báo cáo tài chính,CPA Việt Nam,Chấp nhận toàn bộ,,,,
71,71,71,"Công ty Cổ phần Đầu tư Xây dựng Cao su Phú ThịnhCông ty Cổ phần Cao su Đồng Phú, Đắk Nông",Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
72,72,72,"Công ty Cổ phần Chế biến, Xuất nhập khẩu Gỗ Tây NinhCông ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng",Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
73,73,73,"Công ty Cổ phần Chế biến, Xuất nhập khẩu Gỗ Tây NinhCông ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng",Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
74,74,74,Công ty Cổ phần Phân bón Thương mại Phú ThịnhCông ty Cổ phần Cao su Lai Châu II,Báo cáo tài chính,Chưa kiểm toán,,,,,
75,75,75,Công ty Cổ phần Phân bón Thương mại Phú ThịnhCông ty Cổ phần Cao su Lai Châu II,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
76,76,76,"Công ty Cổ phần Cao su Bà Rịa, Kampong ThomCông ty Cổ phần Cao su Chư sê, Kampong ThomCông ty Cổ phần Cao su Mang Yang Ratanakiri",Báo cáo tài chính hợp nhấtBáo cáo tài chính hợp nhấtBáo cáo tài chính hợp nhất,AVA,Chấp nhận toàn bộ,,,,
77,77,77,"Công ty Cổ phần Cao su Bà Rịa, Kampong ThomCông ty Cổ phần Cao su Chư sê, Kampong ThomCông ty Cổ phần Cao su Mang Yang Ratanakiri",Báo cáo tài chính hợp nhấtBáo cáo tài chính hợp nhấtBáo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
78,78,78,"Công ty Cổ phần Cao su Bà Rịa, Kampong ThomCông ty Cổ phần Cao su Chư sê, Kampong ThomCông ty Cổ phần Cao su Mang Yang Ratanakiri",Báo cáo tài chính hợp nhấtBáo cáo tài chính hợp nhấtBáo cáo tài chính hợp nhất,AVA,Ý kiến ngoại trừ,,,,
