row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
113,113,113,Công ty Cổ phần Cao su Bến Thành,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
114,114,114,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn bộ,,,,
115,115,115,Công ty Cổ phần Lộc Thịnh,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
116,116,116,Công ty Cổ phần Phú Việt Tín,Báo cáo tài chính,PKF,Chấp nhận toàn bộ,,,,
117,117,117,Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,Báo cáo tài chính,SGA,Ý kiến ngoại trừ,,,,
118,118,118,Công ty Cổ phần Phát triển Khu công nghiệp Lộc Khang,Báo cáo tài chính,Chưa kiểm toán,,,,,
119,119,119,Công ty Cổ phần Chế biến gỗ Cao su Chư Păng Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Báo cáo tài chính,Chưa kiểm toán,,,,,
120,120,120,Công ty Cổ phần Chế biến gỗ Cao su Chư Păng Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Báo cáo tài chính,Chưa kiểm toán,,,,,
121,121,121,Công ty Cổ phần Thống Nhất Công ty Cổ phần xuất khẩu Cao su VRG Nhật Bản,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
122,122,122,Công ty Cổ phần Thống Nhất Công ty Cổ phần xuất khẩu Cao su VRG Nhật Bản,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
123,123,123,Công ty Cổ phần công nghiệp dịch vụ Cao su Chư Păng Công ty Cổ phần Gỗ MDF Kiên Giang,Báo cáo tài chính,VACA,Ý kiến ngoại trừ,,,,
124,124,124,Công ty Cổ phần công nghiệp dịch vụ Cao su Chư Păng Công ty Cổ phần Gỗ MDF Kiên Giang,Báo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
125,125,125,Công ty Cổ phần Du Lịch Cao su Hàm Rồng,Báo cáo tài chính,A&C,Ý kiến ngoại trừ,,,,
