row_label_raw,row_label_full,Stt,Tên công ty,Bảo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Bảo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
45,45,45,Công ty Cổ phần Du lịch Thương mại Khách sạn Hưng Yên,Bảo cáo tài chính,AVINA-IAFC,Ý kiến ngoại trừ,,,,
46,46,46,Công ty Cổ phần Cơ khí Cao Su,Bảo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
47,47,47,Công ty Cổ phần Cao su Đồng Phú,Bảo cáo tài chính riêng,AVA,Chấp nhận toàn bộ,,,,
48,48,48,Công ty Cổ phần Cao su Tây Ninh,Bảo cáo tài chính riêng,AASC,Chấp nhận toàn bộ,,,,
49,49,49,Công ty Cổ phần Cao su Sơn La,Bảo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
50,50,50,Công ty Cổ phần Cao Su Điện Biên,Bảo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
51,51,51,Công ty Cổ phần Cao Su Lai Châu,Bảo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
52,52,52,Công ty Cổ phần Cao su Dầu Tiếng Việt Lào,Bảo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
53,53,53,Công ty Cổ phần Cao su Sa Thầy,Bảo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
54,54,54,Công ty Cổ phần Đầu tư phát triển cao su Nghệ An,Bảo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
55,55,55,"Công ty Cổ phần Cao su Tân Biên, Kampongthom",Bảo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
56,56,56,"Công ty Cổ phần Cao su Phú Riềng, Kratie",Bảo cáo tài chính hợp nhất,AASC,Ý kiến ngoại trừ,,,,
57,57,57,"Công ty Cổ phần VRG, Phú Yên",Bảo cáo tài chính,AFA,Chấp nhận toàn bộ,,,,
58,58,58,Công ty Cổ phần Khu Công nghiệp Dầu Giấy,Bảo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
59,59,59,Công ty Cổ phần Khu Công nghiệp Long Khánh,Bảo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
60,60,60,Công ty Cổ phần Cao su Hà Giang,Bảo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
61,61,61,Công ty Cổ phần Cao su Trường Phát,Bảo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
62,62,62,Công ty Cổ phần Cao Su Đồng Phú Kratie,Bảo cáo tài chính hợp nhất,AVA,Ý kiến ngoại trừ,,,,
63,63,63,"Công ty Cổ phần Cao Su Đồng Nai, Kratie",Bảo cáo tài chính hợp nhất,AVA,Chấp nhận toàn bộ,,,,
64,64,64,Công ty Cổ phần Thủy điện VRG Ngọc Linh,Bảo cáo tài chính,Chưa kiểm toán,,,,,
65,65,65,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,Bảo cáo tài chính,AVA,Ý kiến ngoại trừ,,,,
66,66,66,Công ty Cổ phần Cao su Bảo Lâm,Bảo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
67,67,67,Công ty Cổ phần Công nghiệp An Điền,Bảo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
