row_label_raw,row_label_full,Chỉ tiêu,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
(1),(1),(1),(2),(3),(4),-2.0,-3.0,-4.0
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,3.270.766.046.037,2.570.407.901.742,1.0,3270766046037.0,2570407901742.0
2. Điều chỉnh cho các khoản,I. Lưu chuyển tiền từ hoạt động kinh doanh > 2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,101.283.150.021,(377.572.597.393),,101283150021.0,-377572597393.0
- Khấu hao TSCĐ,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Khấu hao TSCĐ,- Khấu hao TSCĐ,02,1.247.569.184.432,1.107.731.311.956,2.0,1247569184432.0,1107731311956.0
- Các khoản dự phòng,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Các khoản dự phòng,- Các khoản dự phòng,03,(106.801.975.740),(28.254.242.095),3.0,-106801975740.0,-28254242095.0
"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,(26.094.118.666),(7.926.480.382),4.0,-26094118666.0,-7926480382.0
- Lãi lỗ từ hoạt động đầu tư,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Lãi lỗ từ hoạt động đầu tư,- Lãi lỗ từ hoạt động đầu tư,05,(1.146.452.293.439),(1.243.648.323.443),5.0,-1146452293439.0,-1243648323443.0
- Chi phí lãi vay,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Chi phí lãi vay,- Chi phí lãi vay,06,465.340.643.592,348.304.757.259,6.0,465340643592.0,348304757259.0
- Các khoản điều chỉnh khác,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,07,(332.278.290.158),(553.779.620.688),7.0,-332278290158.0,-553779620688.0
