row_label_raw,row_label_full,Năm nay,Năm trước,numeric__Năm trước
8.185.409.124,8.185.409.124,8.185.409.124,8.256.197.591,8256197591.0
8.125.599.453,8.125.599.453,8.125.599.453,89.001.434,89001434.0
27.419.407,27.419.407,27.419.407,225.349.762,225349762.0
(737.104.054),(737.104.054),(737.104.054),39.715.021,39715021.0
16.160.612.022,16.160.612.022,16.160.612.022,16.680.028.882,16680028882.0
6.559.184.116,6.559.184.116,6.559.184.116,5.144.485.301,5144485301.0
328.623.047.299,328.623.047.299,328.623.047.299,380.554.660.589,380554660589.0
8.841.574.202,8.841.574.202,8.841.574.202,5.365.376.864,5365376864.0
24.228.973.783,24.228.973.783,24.228.973.783,11.200.783.325,11200783325.0
(285.609.720),(285.609.720),(285.609.720),(336.211.616),-336211616.0
3.223.833.517,3.223.833.517,3.223.833.517,0,0.0
0,0,0,1.817.853.505,1817853505.0
10.596.607.606,10.596.607.606,10.596.607.606,6.983.094.242,6983094242.0
636.735.446,636.735.446,636.735.446,891.240.202,891240202.0
2.447.989.205,2.447.989.205,2.447.989.205,2.330.732.005,2330732005.0
(38.708.290.739),(38.708.290.739),(38.708.290.739),(9.395.588.264),-9395588264.0
(5.999.547.323),(5.999.547.323),(5.999.547.323),4.919.397.636,4919397636.0
173.110.974,173.110.974,173.110.974,9.461.634,9461634.0
(106.185.766),(106.185.766),(106.185.766),(125.295.274),-125295274.0
6.392.134.949,6.392.134.949,6.392.134.949,0,0.0
378.385.493.501,378.385.493.501,378.385.493.501,434.650.282.839,434650282839.0
