row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,0,0,134.0,,0.0,0.0
5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,135,,618.671.654.512,68.256.122.244,135.0,,618671654512.0,68256122244.0
6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,136,V.03,963.837.080.847,891.924.487.692,136.0,,963837080847.0,891924487692.0
7. Dự phòng phải thu ngắn hạn khó đòi (*),7. Dự phòng phải thu ngắn hạn khó đòi (*),7. Dự phòng phải thu ngắn hạn khó đòi (*),137,,(760.270.350.756),(748.431.974.823),137.0,,-760270350756.0,-748431974823.0
8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,139,,20.730.655.903,22.748.595.800,139.0,,20730655903.0,22748595800.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.04,2.601.398.531.331,2.933.191.313.774,140.0,,2601398531331.0,2933191313774.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,2.608.044.441.323,3.025.386.301.136,141.0,,2608044441323.0,3025386301136.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(6.645.909.992),(92.194.987.362),149.0,,-6645909992.0,-92194987362.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,714.237.013.175,842.989.844.681,150.0,,714237013175.0,842989844681.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.05,70.058.626.821,36.833.357.203,151.0,,70058626821.0,36833357203.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,403.180.372.059,442.279.257.961,152.0,,403180372059.0,442279257961.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,V.06,240.998.014.295,363.877.229.517,153.0,,240998014295.0,363877229517.0
"4. Giao dịch mua, bán lại trái phiếu Chính phủ","4. Giao dịch mua, bán lại trái phiếu Chính phủ","4. Giao dịch mua, bán lại trái phiếu Chính phủ",154,,0,0,154.0,,0.0,0.0
5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,155,,0,0,155.0,,0.0,0.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,54.857.372.355.722,51.963.842.522.114,200.0,,54857372355722.0,51963842522114.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.014.494.841.084,1.281.077.951.528,210.0,,1014494841084.0,1281077951528.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,29.132.142.225,31.046.959.225,211.0,,29132142225.0,31046959225.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,78.027.326.916,85.406.830.618,212.0,,78027326916.0,85406830618.0
3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,213,,0,0,213.0,,0.0,0.0
4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,214,,0,0,214.0,,0.0,0.0
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,,1.280.801.016.607,1.381.632.418.861,215.0,,1280801016607.0,1381632418861.0
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,V.03,251.459.292.980,435.516.097.513,216.0,,251459292980.0,435516097513.0
7. Dự phòng phải thu dài hạn khó đòi (*),7. Dự phòng phải thu dài hạn khó đòi (*),7. Dự phòng phải thu dài hạn khó đòi (*),219,,(624.924.937.644),(652.524.354.689),219.0,,-624924937644.0,-652524354689.0
