row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,14.945.189.982.745,14.703.811.575.089,100.0,,14945189982745.0,14703811575089.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.01,6.034.334.324.181,5.504.159.028.735,110.0,,6034334324181.0,5504159028735.0
1. Tiền,1. Tiền,1. Tiền,111,,1.764.649.847.269,1.677.418.661.559,111.0,,1764649847269.0,1677418661559.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,4.269.684.476.912,3.826.740.367.176,112.0,,4269684476912.0,3826740367176.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,2.699.251.366.218,2.487.259.839.805,120.0,,2699251366218.0,2487259839805.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,164.208.979.797,166.656.925.307,121.0,,164208979797.0,166656925307.0
2. Dự phòng giảm giá chứng khoán kinh doanh (*),2. Dự phòng giảm giá chứng khoán kinh doanh (*),2. Dự phòng giảm giá chứng khoán kinh doanh (*),122,,(139.629.752.144),(143.174.700.344),122.0,,-139629752144.0,-143174700344.0
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,V.02,2.674.672.138.565,2.463.777.614.842,123.0,,2674672138565.0,2463777614842.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,2.895.968.747.840,2.936.211.548.094,130.0,,2895968747840.0,2936211548094.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,1.282.781.294.005,1.867.786.719.487,131.0,,1282781294005.0,1867786719487.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,770.218.413.329,833.927.597.694,132.0,,770218413329.0,833927597694.0
3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,133,,0,0,133.0,,0.0,0.0
