row_label_raw,row_label_full,Stt,Tên công ty,Báo cáo tài chính tham gia hợp nhất,Đơn vị kiểm toán,Ý kiến Kiểm toán viên trên Báo cáo kiểm toán,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất,numeric__Đơn vị kiểm toán,numeric__Ý kiến Kiểm toán viên trên Báo cáo kiểm toán
90,90,90,Công ty TNHH MTV Địa ốc Cao su Đồng Nai,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
91,91,91,Công ty Cổ phần Gỗ Đồng Phú,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
92,92,92,Công ty TNHH Phát triển Cao su C.R.C.K,Báo cáo tài chính chuyển đổi,AASC,Chấp nhận toàn bộ,,,,
93,93,93,Công ty Cổ phần Khu công nghiệp Tân Bình,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
94,94,94,Công ty Cổ phần VRG Khải Hoàn,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
95,95,95,"Công ty TNHH Cao su Bolikhamxay, Hà Tĩnh",Báo cáo tài chính chuyển đổi,AVA,Chấp nhận toàn bộ,,,,
96,96,96,"Công ty TNHH Phát triển Cao su Tây Ninh, Siêm Riệp",Báo cáo tài chính chuyển đổi,AASC,Chấp nhận toàn bộ,,,,
97,97,97,Công ty TNHH MTV VRG Oudomxay,Báo cáo tài chính chuyển đổi,AVA,Chấp nhận toàn bộ,,,,
98,98,98,Công ty TNHH VKETI,Báo cáo tài chính chuyển đổi,AVA,Ý kiến ngoại trừ,,,,
99,99,99,"Công ty Cổ phần Cao su Dầu Tiếng, Lai Châu",Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
100,100,100,"Công ty TNHH Cao su Ea H'leo, BM",Báo cáo tài chính chuyển đổi,Chưa kiểm toán,,,,,
101,101,101,Công ty TNHH Cao su Phước Hòa Đắk Lắk,Báo cáo tài chính,Chưa kiểm toán,,,,,
102,102,102,"Công ty Cổ phần Cao su Mường Nhé, Điện Biên",Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
103,103,103,Công ty TNHH MTV Cao su Qua Van,Báo cáo tài chính,Chưa kiểm toán,,,,,
104,104,104,Công ty Cổ phần Đầu tư Xây dựng Cao su,Báo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
105,105,105,Công ty Cổ phần Xây dựng & Tư vấn Đầu tư Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Báo cáo tài chính,AASC,Ý kiến ngoại trừ,,,,
106,106,106,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Báo cáo tài chính,AASC,Chấp nhận toàn bộ,,,,
107,107,107,Công ty Cổ phần Kinh doanh BOT Đường ĐT.741,Báo cáo tài chính,VIETVALUES,Chấp nhận toàn bộ,,,,
108,108,108,Công ty Cổ phần gỗ MDF VRG-Dongwha,Báo cáo tài chính,Delloite,Chấp nhận toàn bộ,,,,
109,109,109,Công ty Đầu tư Phát triển VRG Long Thành,Báo cáo tài chính,AVA,Chấp nhận toàn bộ,,,,
110,110,110,Công ty Cổ phần Đầu tư Sài Gòn VRG,Báo cáo tài chính hợp nhất,AVA,Chấp nhận toàn bộ,,,,
111,111,111,Công ty Cổ phần Cao su Thành phố Hồ Chí Minh,Báo cáo tài chính hợp nhất,AASC,Chấp nhận toàn bộ,,,,
