row_label_raw,row_label_full,04. Hàng tồn kho,Giá gốc,Dự phòng,Giá gốc_1,Dự phòng_1,numeric__Giá gốc,numeric__Dự phòng,numeric__Giá gốc_1,numeric__Dự phòng_1
Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,Hàng mua đang đi trên đường,25.462.045.010,,58.277.656.345,,25462045010.0,,58277656345.0,
"Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho",425.051.565.134,,518.984.636.550,,425051565134.0,,518984636550.0,
"Công cụ, dụng cụ trong kho","Công cụ, dụng cụ trong kho","Công cụ, dụng cụ trong kho",182.919.007.112,,134.243.684.800,,182919007112.0,,134243684800.0,
Chi phí SXKD dở dang,Chi phí SXKD dở dang,Chi phí SXKD dở dang,531.445.490.141,(6.645.909.992),562.969.176.123,(92.194.987.362),531445490141.0,-6645909992.0,562969176123.0,-92194987362.0
Thành phẩm tồn kho,Thành phẩm tồn kho,Thành phẩm tồn kho,1.326.812.732.261,,1.593.712.547.803,,1326812732261.0,,1593712547803.0,
Hàng hóa tồn kho,Hàng hóa tồn kho,Hàng hóa tồn kho,59.719.813.490,,94.434.067.334,,59719813490.0,,94434067334.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,29.439.042.075,,35.569.786.081,,29439042075.0,,35569786081.0,
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,27.194.746.100,,27.194.746.100,,27194746100.0,,27194746100.0,
Cộng,Cộng,Cộng,2.608.044.441.323,(6.645.909.992),3.025.386.301.136,(92.194.987.362),2608044441323.0,-6645909992.0,3025386301136.0,-92194987362.0
