row_label_raw,row_label_full,A. Tài sản tài chính,Đầu năm,Đầu năm_1,Cuối năm,Cuối năm_1,numeric__Đầu năm,numeric__Đầu năm_1,numeric__Cuối năm,numeric__Cuối năm_1
A. Tài sản tài chính,A. Tài sản tài chính,A. Tài sản tài chính,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Tiền và tương đương tiền,A. Tài sản tài chính > Tiền và tương đương tiền,Tiền và tương đương tiền,5.504.159.028.735,0,6.034.334.324.181,0,5504159028735.0,0.0,6034334324181.0,0.0
"Phải thu khách hàng, phải thu khác","A. Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",3.226.274.263.917,(756.782.256.473),2.527.209.810.057,(150.139.757.810),3226274263917.0,-756782256473.0,2527209810057.0,-150139757810.0
Các khoản cho vay,A. Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,1.449.888.541.105,(644.174.073.039),1.899.472.671.119,(1.198.256.331.856),1449888541105.0,-644174073039.0,1899472671119.0,-1198256331856.0
Đầu tư ngắn hạn,A. Tài sản tài chính > Đầu tư ngắn hạn,Đầu tư ngắn hạn,2.630.434.540.149,(143.174.700.344),2.838.881.118.362,(139.629.752.144),2630434540149.0,-143174700344.0,2838881118362.0,-139629752144.0
Đầu tư dài hạn,A. Tài sản tài chính > Đầu tư dài hạn,Đầu tư dài hạn,2.890.506.215.446,(56.560.217.767),3.616.543.577.990,(55.530.022.643),2890506215446.0,-56560217767.0,3616543577990.0,-55530022643.0
Cộng,A. Tài sản tài chính > Cộng,Cộng,15.701.262.589.352,(1.600.691.247.623),16.916.441.501.709,(1.543.555.864.453),15701262589352.0,-1600691247623.0,16916441501709.0,-1543555864453.0
