row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,24.600.282.615.917,23.370.511.768.799,300.0,,24600282615917.0,23370511768799.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,10.156.711.280.571,10.054.945.288.674,310.0,,10156711280571.0,10054945288674.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,,816.601.155.968,877.212.302.909,311.0,,816601155968.0,877212302909.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,,473.956.707.948,355.517.474.997,312.0,,473956707948.0,355517474997.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,V.06,600.917.382.354,470.233.563.222,313.0,,600917382354.0,470233563222.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,1.442.548.131.316,1.394.257.791.113,314.0,,1442548131316.0,1394257791113.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,V.12,227.710.440.312,198.275.227.781,315.0,,227710440312.0,198275227781.0
6. Phải trả nội bộ ngắn hạn,6. Phải trả nội bộ ngắn hạn,6. Phải trả nội bộ ngắn hạn,316,,0,0,316.0,,0.0,0.0
7. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,7. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,7. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,0,0,317.0,,0.0,0.0
