row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
94,94,94,"Công ty TNHH Cao su Bolikhamxay, Hà Tĩnh","Tỉnh Bolikhamxay, nước Cộng hòa Dân chủ Nhân dân Lào",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
95,95,95,"Công ty TNHH Phát triển Cao su Tây Ninh, Siêm Riệp","Xã Trapeang Prasat, huyện Trapeang Prasat, tỉnh Oddar Mean Cheay, Vương quốc Campuchia","60,00%",100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6,1.0,
96,96,96,Công ty TNHH MTV VRG Oudomxay,"Tỉnh Oudomxay, nước Cộng hòa Dân chủ Nhân dân Lào",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
97,97,97,Công ty TNHH VKETI,"Tỉnh Kratie, Vương quốc Campuchia",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
98,98,98,"Công ty Cổ phần Cao su Dầu Tiếng, Lai Châu","Khu 2, thị trấn Than Uyên, huyện Than Uyên, tỉnh Lai Châu","99,95%",100%,Trồng cây cao su; Xây dựng nhà các loại; Khai thác quặng kim loại qui hiểm,,,0.9995,1.0,
99,99,99,"Công ty TNHH Cao su Ea H’leo, BM","Tỉnh Ratanakiri, Vương quốc Campuchia",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
100,100,100,Công ty TNHH Cao su Phước Hòa Đắk Lắk,"138 Hùng Vương, thị trấn Ea Súp, huyện Ea Súp, tỉnh Đắk Lắk","66,62%",100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.6662,1.0,
101,101,101,"Công ty Cổ phần Cao su Mường Nhé, Điện Biên","Bản Mường Nhé, xã Mường Nhé, huyện Mường Nhé, tỉnh Điện Biên",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
102,102,102,Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,"269A Nguyễn Trọng Tuyền, phường 10, quận Phú Nhuận, TP. Hồ Chí Minh","50,00%","50,00%",Bán buôn cao su,,,0.5,0.5,
103,103,103,Công ty TNHH MTV Cao su Qua Van,"Tỉnh Salavan, nước Cộng hòa Dân chủ Nhân dân Lào",100%,100%,"Trồng, chăm sóc, khai thác và chế biến mù cao su",,,1.0,1.0,
