row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,5.329.441.848.610,6.099.636.782.388,100.0,,5329441848610.0,6099636782388.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,1.543.531.025.225,2.853.809.981.427,110.0,4.0,1543531025225.0,2853809981427.0
1. Tiền,1. Tiền,1. Tiền,111,,159.931.025.225,208.809.981.427,111.0,,159931025225.0,208809981427.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.383.600.000.000,2.645.000.000.000,112.0,,1383600000000.0,2645000000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,2.681.400.000.000,1.633.500.000.000,120.0,5.0,2681400000000.0,1633500000000.0
1. Đầu tư năm giữ đến ngày đáo hạn,1. Đầu tư năm giữ đến ngày đáo hạn,1. Đầu tư năm giữ đến ngày đáo hạn,123,,2.681.400.000.000,1.633.500.000.000,123.0,,2681400000000.0,1633500000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.093.590.824.150,1.589.756.247.034,130.0,,1093590824150.0,1589756247034.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,61.914.578.338,83.121.959.307,131.0,6.0,61914578338.0,83121959307.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,1.811.627.443,1.639.578.290,132.0,,1811627443.0,1639578290.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,7,34.500.000.000,50.900.000.000,135.0,7.0,34500000000.0,50900000000.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,8,995.364.618.369,1.454.094.709.437,136.0,8.0,995364618369.0,1454094709437.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,298.547.253,144.687.253,140.0,,298547253.0,144687253.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,298.547.253,144.687.253,141.0,,298547253.0,144687253.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,10.621.451.982,22.425.866.674,150.0,,10621451982.0,22425866674.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,9.619.131.985,21.940.365.566,151.0,,9619131985.0,21940365566.0
2. Thuế giá trị gia tăng được khấu trú,2. Thuế giá trị gia tăng được khấu trú,2. Thuế giá trị gia tăng được khấu trú,152,,967.517.368,450.698.479,152.0,,967517368.0,450698479.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,15,34.802.629,34.802.629,153.0,15.0,34802629.0,34802629.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.892.386.193.050,4.494.146.654.871,200.0,,4892386193050.0,4494146654871.0
I. Tài sản cổ định,I. Tài sản cổ định,I. Tài sản cổ định,220,,79.231.338.997,78.363.069.763,220.0,,79231338997.0,78363069763.0
1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,221,9,66.433.143.142,76.077.365.988,221.0,9.0,66433143142.0,76077365988.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,202.962.167.963,198.202.675.392,222.0,,202962167963.0,198202675392.0
- Giá trị hao môn lũy kế,- Giá trị hao môn lũy kế,- Giá trị hao môn lũy kế,223,,(136.529.024.821),(122.125.309.404),223.0,,-136529024821.0,-122125309404.0
2. Tài sản cổ định vô hình,2. Tài sản cổ định vô hình,2. Tài sản cổ định vô hình,227,10,12.798.195.855,2.285.703.775,227.0,10.0,12798195855.0,2285703775.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,71.226.891.892,59.637.431.560,228.0,,71226891892.0,59637431560.0
- Giá trị hao môn lũy kế,- Giá trị hao môn lũy kế,- Giá trị hao môn lũy kế,229,,(58.428.696.037),(57.351.727.785),229.0,,-58428696037.0,-57351727785.0
II. Tài sản dỗ dang dài hạn,II. Tài sản dỗ dang dài hạn,II. Tài sản dỗ dang dài hạn,240,,399.733.566.606,-,240.0,,399733566606.0,
1. Chi phí xây dựng cơ bản dỗ dang,1. Chi phí xây dựng cơ bản dỗ dang,1. Chi phí xây dựng cơ bản dỗ dang,242,11,399.733.566.606,-,242.0,11.0,399733566606.0,
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,,4.411.264.696.145,4.413.694.020.815,250.0,,4411264696145.0,4413694020815.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,12,3.929.613.409.012,4.420.302.733.682,251.0,12.0,3929613409012.0,4420302733682.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,13,492.500.000.000,-,252.0,13.0,492500000000.0,
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,5,500.000.000,5.919.900.000,253.0,5.0,500000000.0,5919900000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,5,(11.348.712.867),(12.528.612.867),254.0,5.0,-11348712867.0,-12528612867.0
IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,IV. Tài sản dài hạn khác,260,,2.156.591.302,2.089.564.293,260.0,,2156591302.0,2089564293.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,,2.156.591.302,2.089.564.293,261.0,,2156591302.0,2089564293.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,10.221.828.041.660,10.593.783.437.259,270.0,,10221828041660.0,10593783437259.0
