row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,971.355.319.833,3.346.215.624.789,,300.0,,971355319833.0,3346215624789.0
I.,I.,I.,Ng ngắn hạn,310,,971.355.319.833,3.346.215.624.789,,310.0,,971355319833.0,3346215624789.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,14,79.608.251.523,85.026.607.172,,311.0,14.0,79608251523.0,85026607172.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,,388.359.606,1.782.352.555,,312.0,,388359606.0,1782352555.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,15,50.961.962.268,14.609.040.053,,313.0,15.0,50961962268.0,14609040053.0
I.,I.,I.,4. Phải trả người lao động,314,,2.686.194,-,,314.0,,2686194.0,
I.,I.,I.,5. Chi phí phải trả ngắn hạn,315,16,30.738.911.788,33.031.862.218,,315.0,16.0,30738911788.0,33031862218.0
I.,I.,I.,6. Phải trả ngắn hạn khác,319,17,396.530.752.152,437.391.648.956,,319.0,17.0,396530752152.0,437391648956.0
I.,I.,I.,7. Vay ngắn hạn,320,18,400.000.000.000,2.768.000.000.000,,320.0,18.0,400000000000.0,2768000000000.0
I.,I.,I.,"8. Quỹ khen thưởng, phúc lợi",322,,13.124.396.302,6.374.113.835,,322.0,,13124396302.0,6374113835.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,9.250.472.721.827,7.247.567.812.470,,400.0,,9250472721827.0,7247567812470.0
I.,I.,I.,Vốn chủ sở hữu,410,19,9.250.472.721.827,7.247.567.812.470,,410.0,19.0,9250472721827.0,7247567812470.0
I.,I.,I.,1. Vốn góp của chủ sở hữu,411,,5.309.611.050.000,4.594.266.840.000,,411.0,,5309611050000.0,4594266840000.0
I.,I.,I.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.309.611.050.000,4.594.266.840.000,,,,5309611050000.0,4594266840000.0
I.,I.,I.,2. Thặng dư vốn cổ phần,412,,49.941.441.360,49.941.441.360,,412.0,,49941441360.0,49941441360.0
I.,I.,I.,3. Cổ phiếu quỹ,415,,(823.760.000),(823.760.000),,415.0,,-823760000.0,-823760000.0
I.,I.,I.,4. Quỹ đãu tư phát triển,418,,103.009.261,103.009.261,,418.0,,103009261.0,103009261.0
I.,I.,I.,5. Quỹ khác thuộc vốn chủ sở hữu,420,,87.203.093.024,87.203.093.024,,420.0,,87203093024.0,87203093024.0
I.,I.,I.,6. Lợi nhuận sau thuế chưa phân phối,421,,3.804.437.888.182,2.516.877.188.825,,421.0,,3804437888182.0,2516877188825.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy kê đến cuối năm trước,421a,,1.362.856.000.825,1.376.943.766.521,,,,1362856000825.0,1376943766521.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,2.441.581.887.357,1.139.933.422.304,,,,2441581887357.0,1139933422304.0
TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,10.224.828.091.660,10.593.783.437.259,,440.0,,10224828091660.0,10593783437259.0
