row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lãi cho vay,Lãi cho vay,Lãi cho vay,10.413.217.957,20.323.176.665,10413217957.0,20323176665.0
Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,7.793.467.947,4.126.698.891,7793467947.0,4126698891.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,2.619.750.010,8.963.169.441,2619750010.0,8963169441.0
Công ty TNHH Phân mềm FPT,Công ty TNHH Phân mềm FPT,Công ty TNHH Phân mềm FPT,-,3.709.152.778,,3709152778.0
Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,-,3.524.155.555,,3524155555.0
Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,Công ty TNHH MTV Giải pháp công nghệ FPT,-,-,,
Lãi đi vay,Công ty TNHH MTV Giải pháp công nghệ FPT > Lãi đi vay,Lãi đi vay,90.712.159.381,86.389.036.309,90712159381.0,86389036309.0
Công ty Cổ phần Synnex FPT,Công ty TNHH MTV Giải pháp công nghệ FPT > Công ty Cổ phần Synnex FPT,Công ty Cổ phần Synnex FPT,54.619.594.181,22.074.412.185,54619594181.0,22074412185.0
Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty TNHH MTV Giải pháp công nghệ FPT > Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,16.228.445.303,51.563.125.324,16228445303.0,51563125324.0
Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH MTV Giải pháp công nghệ FPT > Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,12.578.153.054,7.088.799.828,12578153054.0,7088799828.0
Công ty TNHH Giáo dục FPT,Công ty TNHH MTV Giải pháp công nghệ FPT > Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,7.285.966.843,5.662.698.972,7285966843.0,5662698972.0
