row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu người lao động,Phải thu người lao động,Phải thu người lao động,-,6.000.000,,6000000.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",4.347.418.869,40.073.675.971,4347418869.0,40073675971.0
Cổ tức phải thu công ty con,Cổ tức phải thu công ty con,Cổ tức phải thu công ty con,437.656.070.000,412.570.941.000,437656070000.0,412570941000.0
Phải thu về lãi cho vay và tiễn gửi,Phải thu về lãi cho vay và tiễn gửi,Phải thu về lãi cho vay và tiễn gửi,48.278.836.594,32.219.601.017,48278836594.0,32219601017.0
Phải thu khác,Phải thu khác,Phải thu khác,505.082.292.906,969.224.491.449,505082292906.0,969224491449.0
- Công ty TNHH Đầu tư FPT,- Công ty TNHH Đầu tư FPT,- Công ty TNHH Đầu tư FPT,224.488.080.991,361.092.004.696,224488080991.0,361092004696.0
- Công ty Cổ phần Đồ thị FPT Đà Nẵng,- Công ty Cổ phần Đồ thị FPT Đà Nẵng,- Công ty Cổ phần Đồ thị FPT Đà Nẵng,34.872.248.954,503.314.940.948,34872248954.0,503314940948.0
- King's Eye Investments Limited,- King's Eye Investments Limited,- King's Eye Investments Limited,90.606.000.000,-,90606000000.0,
- Khác,- Khác,- Khác,155.115.962.961,104.817.545.805,155115962961.0,104817545805.0
,,,995.364.618.369,1.454.094.709.437,995364618369.0,1454094709437.0
