row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC > BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3,3.0
BẢNG CẦN ĐÕI KẾ TOÁN,BẢNG CẦN ĐÕI KẾ TOÁN,BẢNG CẦN ĐÕI KẾ TOÁN,4 - 5,
BÁO CÁO KẾT QUẢ HOAT ĐỒNG KINH DOANH,BẢNG CẦN ĐÕI KẾ TOÁN > BÁO CÁO KẾT QUẢ HOAT ĐỒNG KINH DOANH,BÁO CÁO KẾT QUẢ HOAT ĐỒNG KINH DOANH,6,6.0
BÁO CÁO LUU CHUYÊN TIỂN TỆ,BÁO CÁO LUU CHUYÊN TIỂN TỆ,BÁO CÁO LUU CHUYÊN TIỂN TỆ,7 - 8,
THUYÊT MINH BÁO CÁO TÀI CHÍNH RIỂNG,THUYÊT MINH BÁO CÁO TÀI CHÍNH RIỂNG,THUYÊT MINH BÁO CÁO TÀI CHÍNH RIỂNG,9 - 33,
