row_label_raw,row_label_full,col_0,Công nơ,Công nơ_1,Tài sản,Tài sản_1,numeric__Công nơ,numeric__Công nơ_1,numeric__Tài sản,numeric__Tài sản_1
,,,Số cuối năm VND,Số đầu năm VND,Số cuối năm VND,Số đầu năm VND,,,,
Đô la Mỹ (USD),Đô la Mỹ (USD),Đô la Mỹ (USD),13.042.147.823,7.598.724.824,2.087.945.797,1.443.088.186,13042147823.0,7598724824.0,2087945797.0,1443088186.0
Euro (EUR),Euro (EUR),Euro (EUR),-,-,17.192.580,17.475.679,,,17192580.0,17475679.0
Đô la Singapore (SGD),Đô la Singapore (SGD),Đô la Singapore (SGD),-,-,11.328.990,11.695.816,,,11328990.0,11695816.0
