row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2018VND,Giá trị giao dịch > 2017VND,Phải thu/(phải trả) tại ngày > 31/12/2018VND,Phải thu/(phải trả) tại ngày > 1/1/2018VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2018VND,numeric__Giá trị giao dịch > 2017VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2018VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2018VND
Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Bán hàng hóa,5.763.370.389,8.034.292.370,-,-,,5763370389.0,8034292370.0,,
Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Công ty TNHH Một Thành viên Công nghệ Thực phẩm Việt Tiến,Mua hàng hóa,475.191.703.131,542.711.441.650,(165.496.473.117),(178.743.996.256),,475191703131.0,542711441650.0,-165496473117.0,-178743996256.0
Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Bán hàng hóa,33.585.469.336,14.658.176.371,-,-,,33585469336.0,14658176371.0,,
Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Công ty TNHH Một Thành viên Masan HD,Mua hàng hóa,941.822.705.564,725.417.798.671,(107.369.612.484),(103.660.354.580),,941822705564.0,725417798671.0,-107369612484.0,-103660354580.0
Công ty Cổ phần Masan PQ(trước đây là Công ty Cổ phần Ma San PQ),Công ty Cổ phần Masan PQ(trước đây là Công ty Cổ phần Ma San PQ),Công ty Cổ phần Masan PQ(trước đây là Công ty Cổ phần Ma San PQ),Bán hàng hóa,3.940.239,2.509.472,-,-,,3940239.0,2509472.0,,
Công ty Cổ phần Masan PQ(trước đây là Công ty Cổ phần Ma San PQ),Công ty Cổ phần Masan PQ(trước đây là Công ty Cổ phần Ma San PQ),Công ty Cổ phần Masan PQ(trước đây là Công ty Cổ phần Ma San PQ),Mua hàng hóa,-,1.748.200,-,-,,,1748200.0,,
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Bán hàng hóa,1.143.730.783,350.910.756,599.031.555,208.000.020,,1143730783.0,350910756.0,599031555.0,208000020.0
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Mua hàng hóa,119.477.561.384,73.413.427.890,-,-,,119477561384.0,73413427890.0,,
Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Công ty TNHH Một Thành viên Nam Ngư Phú Quốc,Trả trước tiền hàng,8.294.187.749,18.531.591.916,8.294.187.749,18.531.591.916,,8294187749.0,18531591916.0,8294187749.0,18531591916.0
Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Phân phối lợi nhuận Góp vốn,-,1.200.921.084.000,-,1.200.921.084.000,,,1200921084000.0,,1200921084000.0
Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Phân phối lợi nhuận Góp vốn,932.000.000.000,688.000.000.000,-,-,,932000000000.0,688000000000.0,,
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Bán hàng hóa,74.467.360.692,50.224.165.565,-,3.870.083.455,,74467360692.0,50224165565.0,,3870083455.0
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Mua hàng hóa,2.959.106.972.554,411.007.822,(1.070.218.150.205),-,,2959106972554.0,411007822.0,-1070218150205.0,
Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,Phí quản lý,-,159.438.082.170,-,87.828.531.406,,,159438082170.0,,87828531406.0
Công ty Cổ phần Café De Nam(trước đây là Công ty Cổ phần Sản xuất Thương mại CDN),Công ty Cổ phần Café De Nam(trước đây là Công ty Cổ phần Sản xuất Thương mại CDN),Công ty Cổ phần Café De Nam(trước đây là Công ty Cổ phần Sản xuất Thương mại CDN),Bán hàng hóa,1.948.184,2.458.106,-,-,,1948184.0,2458106.0,,
Công ty Cổ phần Café De Nam(trước đây là Công ty Cổ phần Sản xuất Thương mại CDN),Công ty Cổ phần Café De Nam(trước đây là Công ty Cổ phần Sản xuất Thương mại CDN),Công ty Cổ phần Café De Nam(trước đây là Công ty Cổ phần Sản xuất Thương mại CDN),Mua hàng hóa,4.656.146.056,25.800.000,(847.937.204),-,,4656146056.0,25800000.0,-847937204.0,
