row_label_raw,row_label_full,col_0,Mã số,2018 VND,2017 VND,numeric__Mã số,numeric__2018 VND,numeric__2017 VND
LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,2.770.577.869.510,3.167.652.191.375,1.0,2770577869510.0,3167652191375.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,46.640.039.138,47.596.534.352,2.0,46640039138.0,47596534352.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,19.641.571.474,2.895.285.836,3.0,19641571474.0,2895285836.0
(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(100.407.932),45.502.462,4.0,-100407932.0,45502462.0
Lãi từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,05,(19.578.367),(250.000.000),5.0,-19578367.0,-250000000.0
"Thu nhập lãi, lợi nhuận phân phối và thu nhập khác từ các hoạt động đầu tư","LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Thu nhập lãi, lợi nhuận phân phối và thu nhập khác từ các hoạt động đầu tư","Thu nhập lãi, lợi nhuận phân phối và thu nhập khác từ các hoạt động đầu tư",05,(2.820.750.314.796),(3.170.037.390.868),5.0,-2820750314796.0,-3170037390868.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,105.243.716.316,68.888.085.335,6.0,105243716316.0,68888085335.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,121.232.895.343,116.790.208.492,8.0,121232895343.0,116790208492.0
Biến động các khoản phải thu và các tài sản khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu và các tài sản khác,Biến động các khoản phải thu và các tài sản khác,09,182.294.045.294,(108.311.200.136),9.0,182294045294.0,-108311200136.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(283.604.515.968),(76.205.426.072),10.0,-283604515968.0,-76205426072.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,2.640.694.998.231,(1.285.205.081.531),11.0,2640694998231.0,-1285205081531.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,4.707.245.312,10.782.450.430,12.0,4707245312.0,10782450430.0
,,,,2.665.324.668.212,(1.342.149.048.817),,2665324668212.0,-1342149048817.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(101.426.439.339),(66.223.562.694),14.0,-101426439339.0,-66223562694.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(153.440.048.334),(83.221.652.715),15.0,-153440048334.0,-83221652715.0
Lưu chuyển tiền thuần từ các hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ các hoạt động kinh doanh,Lưu chuyển tiền thuần từ các hoạt động kinh doanh,20,2.410.458.180.539,(1.491.594.264.226),20.0,2410458180539.0,-1491594264226.0
