row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2018VND,Giá trị giao dịch > 2017VND,Phải thu/(phải trả) tại ngày > 31/12/2018VND,Phải thu/(phải trả) tại ngày > 1/1/2018VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2018VND,numeric__Giá trị giao dịch > 2017VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2018VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2018VND
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Bán hàng hóa,184.621.456.439,88.143.951.789,-,-,,184621456439.0,88143951789.0,,
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Mua hàng hóa,3.440.460.919.308,2.021.112.842.168,(586.546.385.981),(19.950.867.204),,3440460919308.0,2021112842168.0,-586546385981.0,-19950867204.0
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Cho vay,3.831.000.000.000,-,3.831.000.000.000,-,,3831000000000.0,,3831000000000.0,
Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Công ty TNHH Một Thành viên Masan MB,Thu nhập lãi cho vay,37.700.178.081,-,37.700.178.081,-,,37700178081.0,,37700178081.0,
Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Bán hàng hóa,2.818.093.340,1.806.328.808,-,-,,2818093340.0,1806328808.0,,
Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Mua hàng hóa,173.245.372.007,151.166.693.876,(29.770.357.611),(9.636.224.394),,173245372007.0,151166693876.0,-29770357611.0,-9636224394.0
Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Công ty Cổ phần Masan JinJu(trước đây là Công ty Cổ phầnThực phẩm Dinh dưỡng Sài Gòn),Mua tài sản cố định,81.818.182,-,-,-,,81818182.0,,,
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Bán hàng hóa,442.606.137,17.244.889.254,-,-,,442606137.0,17244889254.0,,
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Mua hàng hóa và dịch vụ,352.331.601.600,754.531.022,(50.454.047.341),-,,352331601600.0,754531022.0,-50454047341.0,
Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Công ty Cổ phần Nước khoángVĩnh Hảo,Phí quản lý,-,41.389.312.688,-,19.654.007.992,,,41389312688.0,,19654007992.0
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Bán hàng hóa,1.648.678.333,64.232.422,-,-,,1648678333.0,64232422.0,,
Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Công ty Cổ phần Nước khoángQuảng Ninh,Mua hàng hóa và dịch vụ,221.850.358.615,-,(61.055.590.715),-,,221850358615.0,,-61055590715.0,
Masan Consumer (Thailand)Limited,Masan Consumer (Thailand)Limited,Masan Consumer (Thailand)Limited,Bán hàng hóa,41.242.658.023,18.163.278.771,8.394.279.127,18.163.278.771,,41242658023.0,18163278771.0,8394279127.0,18163278771.0
Các bên liên quan khácCông ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khácCông ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khácCông ty TNHH Một Thành viên Masan Brewery PY,Bán hàng hóa,26.774.927,15.451.254,-,-,,26774927.0,15451254.0,,
Công ty TNHH Một Thành viên Masan BreweryDistribution,Công ty TNHH Một Thành viên Masan BreweryDistribution,Công ty TNHH Một Thành viên Masan BreweryDistribution,Bán hàng hóa,2.299.473.074,39.831.648,2.527.369.828,10.614.490,,2299473074.0,39831648.0,2527369828.0,10614490.0
Công ty TNHH Một Thành viên Masan BreweryDistribution,Công ty TNHH Một Thành viên Masan BreweryDistribution,Công ty TNHH Một Thành viên Masan BreweryDistribution,Mua hàng hóa,44.794.061.290,395.205.600,(20.804.520.370),-,,44794061290.0,395205600.0,-20804520370.0,
Công ty TNHH Một Thành viên Masan BreweryDistribution,Công ty TNHH Một Thành viên Masan BreweryDistribution,Công ty TNHH Một Thành viên Masan BreweryDistribution,Phí quản lý,25.966.703.930,42.212.820.014,60.624.394.654,46.467.302.338,,25966703930.0,42212820014.0,60624394654.0,46467302338.0
