row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,numeric__Công cụ và dụng cụ VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,9.035.644.733,9035644733.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,2.275.539.256,2275539256.0
Chuyển từ tài sản cố định vô hình,Chuyển từ tài sản cố định vô hình,Chuyển từ tài sản cố định vô hình,828.304.001,828304001.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(7.352.920.183),-7352920183.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.786.567.807,4786567807.0
