row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Số có khà năng trả nợVND,Trong năm > TăngVND,Trong năm > GiảmVND,01/01/2018 > Giá trịVND,01/01/2018 > Số có khà năng trả nợVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Số có khà năng trả nợVND,numeric__Trong năm > TăngVND,numeric__Trong năm > GiảmVND,numeric__01/01/2018 > Giá trịVND,numeric__01/01/2018 > Số có khà năng trả nợVND
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,1.042.198.554.816,1.042.198.554.816,763.190.465.791,-,279.008.089.025,279.008.089.025,1042198554816.0,1042198554816.0,763190465791.0,,279008089025.0,279008089025.0
Ngân hàng TNHH Indovina - CN Thiên Long (ii),Ngân hàng TNHH Indovina - CN Thiên Long (ii),Ngân hàng TNHH Indovina - CN Thiên Long (ii),379.694.711.081,379.694.711.081,368.906.467.529,-,10.788.243.552,10.788.243.552,379694711081.0,379694711081.0,368906467529.0,,10788243552.0,10788243552.0
Ngân hàng TMCP Ngoại thương Việt Nam - CN Thủ Thiêm và Ngân hàngTNHH Indovina - CN Thiên Long (iii),Ngân hàng TMCP Ngoại thương Việt Nam - CN Thủ Thiêm và Ngân hàngTNHH Indovina - CN Thiên Long (iii),Ngân hàng TMCP Ngoại thương Việt Nam - CN Thủ Thiêm và Ngân hàngTNHH Indovina - CN Thiên Long (iii),662.503.843.735,662.503.843.735,394.283.998.262,-,268.219.845.473,268.219.845.473,662503843735.0,662503843735.0,394283998262.0,,268219845473.0,268219845473.0
Trải phiếu phát hành (iv),Trải phiếu phát hành (iv),Trải phiếu phát hành (iv),395.895.433.578,395.895.433.578,632.162.000.000,236.266.566.422,-,-,395895433578.0,395895433578.0,632162000000.0,236266566422.0,,
- Mệnh giá,- Mệnh giá,- Mệnh giá,400.000.000.000,400.000.000.000,640.000.000.000,240.000.000.000,-,-,400000000000.0,400000000000.0,640000000000.0,240000000000.0,,
- Chi phí phát hành,- Chi phí phát hành,- Chi phí phát hành,(4.104.566.422),(4.104.566.422),(7.838.000.000),(3.733.433.578),-,-,-4104566422.0,-4104566422.0,-7838000000.0,-3733433578.0,,
Cộng,Cộng,Cộng,1.438.093.988.394,1.438.093.988.394,1.395.352.465.791,236.266.566.422,279.008.089.025,279.008.089.025,1438093988394.0,1438093988394.0,1395352465791.0,236266566422.0,279008089025.0,279008089025.0
