row_label_raw,row_label_full,col_0,Chỉ tiêu,MS,Năm 2018,Đơn vị tính: VNDNăm 2017,numeric__Chỉ tiêu,numeric__MS,numeric__Năm 2018,numeric__Đơn vị tính: VNDNăm 2017
I.,I.,I.,Lưu chuyển tiền tử hoạt động kinh doanh,,,,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,550.627.753.855,522.769.197.797,,1.0,550627753855.0,522769197797.0
2.,2.,2.,Điều chỉnh cho các khoản,,,,,,,
-,2. > -,-,Khấu hao TSCĐ và BĐSĐT,02,2.788.039.564,1.778.810.535,,2.0,2788039564.0,1778810535.0
-,2. > -,-,Các khoản dự phòng,03,10.355.035.750,-,,3.0,10355035750.0,
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,(266.385.879.679),(75.354.032.098),,5.0,-266385879679.0,-75354032098.0
-,2. > -,-,Chi phí lãi vay,06,35.655.683.032,26.597.116.292,,6.0,35655683032.0,26597116292.0
3.,2. > 3.,3.,Lợi nhuận tử hoạt động kinh doanh trước thay đổi vốn lưu động,08,333.040.632.522,475.791.092.526,,8.0,333040632522.0,475791092526.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,(843.083.577.315),(510.172.922.998),,9.0,-843083577315.0,-510172922998.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,(951.081.757.900),(7.754.569.461),,10.0,-951081757900.0,-7754569461.0
-,2. > -,-,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)",11,922.706.926.829,(271.093.845.898),,11.0,922706926829.0,-271093845898.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,(18.339.088.676),909.390.605,,12.0,-18339088676.0,909390605.0
-,2. > -,-,Tiền lãi vay đã trả,14,(34.369.185.610),(26.597.116.292),,14.0,-34369185610.0,-26597116292.0
-,2. > -,-,Thuế TNDN đã nộp,15,(89.803.193.379),(73.295.431.859),,15.0,-89803193379.0,-73295431859.0
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,-,(1.677.237.000),,17.0,,-1677237000.0
,,,Lưu chuyển tiền thuần tử hoạt động kinh doanh,20,(680.929.243.529),(413.890.640.377),,20.0,-680929243529.0,-413890640377.0
II.,II.,II.,Lưu chuyển tiền tử hoạt động đầu tư,,,,,,,
1.,II. > 1.,1.,"Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(551.969.068.906),(23.031.766.038),,21.0,-551969068906.0,-23031766038.0
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,2.996.000.000,526.363.636,,22.0,2996000000.0,526363636.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(458.283.150.000),(23.200.000.000),,23.0,-458283150000.0,-23200000000.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",24,105.000.000.000,1.825.000.000,,24.0,105000000000.0,1825000000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(374.723.772.286),(279.406.400.000),,25.0,-374723772286.0,-279406400000.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,65.801.535.000,164.070.820.000,,26.0,65801535000.0,164070820000.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,3.079.026.682,3.950.489.413,,27.0,3079026682.0,3950489413.0
,,,Lưu chuyển tiền thuần tử hoạt động đầu tư,30,(1.208.099.429.510),(155.265.492.989),,30.0,-1208099429510.0,-155265492989.0
III.,III.,III.,Lưu chuyển tiền tử hoạt động tài chính,,,,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,48.390.000.000,975.742.000.000,,31.0,48390000000.0,975742000000.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,2.398.488.368.282,1.469.508.390.855,,33.0,2398488368282.0,1469508390855.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(788.171.824.600),(1.412.628.125.256),,34.0,-788171824600.0,-1412628125256.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,-,(244.172.000.000),,36.0,,-244172000000.0
,,,Lưu chuyển tiền thuần tử hoạt động tài chính,40,1.658.706.543.682,788.450.265.599,,40.0,1658706543682.0,788450265599.0
,,,Lưu chuyển tiền thuần trong kỳ,50,(230.322.129.357),219.294.132.233,,50.0,-230322129357.0,219294132233.0
,,,Tiền và tương đương tiền đầu kỳ,60,325.678.832.909,106.384.700.676,,60.0,325678832909.0,106384700676.0
,,,Tiền và tương đương tiền cuối kỳ,70,95.356.703.552,325.678.832.909,,70.0,95356703552.0,325678832909.0
