row_label_raw,row_label_full,col_0,31/12/2018 > Giá trị ghi số VND,31/12/2018 > Dự phòng VND,31/12/2018 > Giá hợp lý VND,31/12/2018 > Giá trị ghi số VND_1,01/01/2018 > Dự phòng VND,01/01/2018 > Giá hợp lý VND,numeric__31/12/2018 > Giá trị ghi số VND,numeric__31/12/2018 > Dự phòng VND,numeric__31/12/2018 > Giá hợp lý VND,numeric__31/12/2018 > Giá trị ghi số VND_1,numeric__01/01/2018 > Dự phòng VND,numeric__01/01/2018 > Giá hợp lý VND
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",518.020.379.364,-,,488.056.036.187,-,,518020379364.0,,,488056036187.0,,
Công ty CP ĐT BOT Hà Nội - Bắc Giang,Công ty CP ĐT BOT Hà Nội - Bắc Giang,Công ty CP ĐT BOT Hà Nội - Bắc Giang,187.377.625.930,-,(*),179.058.985.562,-,(*),187377625930.0,,,179058985562.0,,
Công ty CP In và Văn hóa phẩm,Công ty CP In và Văn hóa phẩm,Công ty CP In và Văn hóa phẩm,23.874.344.244,-,(*),20.357.172.868,-,(*),23874344244.0,,,20357172868.0,,
Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,Công ty CP Đầu tư và Phát triển Thương mại Văn Phú,278.057.565.107,-,(*),278.129.694.709,-,(*),278057565107.0,,,278129694709.0,,
Công ty CP Kinh doanh Địa ốc Văn Phú,Công ty CP Kinh doanh Địa ốc Văn Phú,Công ty CP Kinh doanh Địa ốc Văn Phú,2.201.592.986,-,(*),-,-,(*),2201592986.0,,,,,
Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,Công ty CP Tài nguyên và Môi trường Trường Minh,-,-,(*),10.510.183.048,-,(*),,,,10510183048.0,,
Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,Công ty TNHH BT Hà Đông,26.509.251.097,-,(*),,,,26509251097.0,,,,,
Cộng,Cộng,Cộng,518.020.379.364,-,,488.056.036.187,-,,518020379364.0,,,488056036187.0,,
