row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,01/01/2018 > Giá trịVND,01/01/2018 > Dự phòngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__01/01/2018 > Giá trịVND,numeric__01/01/2018 > Dự phòngVND
Các bên liên quan,Các bên liên quan,Các bên liên quan,6.000.000.000,-,6.000.000.000,-,6000000000.0,,6000000000.0,
Công ty CP Tài nguyên vàMôi trường Trường Minh -Góp vốn hợp tác đầu tư,Công ty CP Tài nguyên vàMôi trường Trường Minh -Góp vốn hợp tác đầu tư,Công ty CP Tài nguyên vàMôi trường Trường Minh -Góp vốn hợp tác đầu tư,6.000.000.000,-,6.000.000.000,-,6000000000.0,,6000000000.0,
Các bên khác,Các bên khác,Các bên khác,1.354.513.509.770,-,484.002.939.575,-,1354513509770.0,,484002939575.0,
"Ký quỹ, ký cược (i)","Ký quỹ, ký cược (i)","Ký quỹ, ký cược (i)",463.520.050.000,-,7.039.550.000,-,463520050000.0,,7039550000.0,
Công ty CP Bất động sảnSong Lộc - Góp vốn hợp tác kinh doanh,Công ty CP Bất động sảnSong Lộc - Góp vốn hợp tác kinh doanh,Công ty CP Bất động sảnSong Lộc - Góp vốn hợp tác kinh doanh,-,-,5.786.000.000,-,,,5786000000.0,
Công ty CP Nhật Quân Anh- Đặt cọc đầu tư xây dựngDA xây dựng lại khu tập thể3A,Công ty CP Nhật Quân Anh- Đặt cọc đầu tư xây dựngDA xây dựng lại khu tập thể3A,Công ty CP Nhật Quân Anh- Đặt cọc đầu tư xây dựngDA xây dựng lại khu tập thể3A,32.000.000.000,-,32.000.000.000,-,32000000000.0,,32000000000.0,
Ứng vốn bồi thường và giảphóng mặt bằng (ii),Ứng vốn bồi thường và giảphóng mặt bằng (ii),Ứng vốn bồi thường và giảphóng mặt bằng (ii),857.270.348.770,-,439.177.389.575,-,857270348770.0,,439177389575.0,
"Sở tài chính, TP.HCM","Sở tài chính, TP.HCM","Sở tài chính, TP.HCM",20.641.611.606,-,20.641.611.606,-,20641611606.0,,20641611606.0,
Ban bồi thường quận Thủ Đức,Ban bồi thường quận Thủ Đức,Ban bồi thường quận Thủ Đức,836.312.804.668,-,418.219.845.473,-,836312804668.0,,418219845473.0,
Trung tâm phát triển quỹđất Tp. HCM,Trung tâm phát triển quỹđất Tp. HCM,Trung tâm phát triển quỹđất Tp. HCM,315.932.496,-,315.932.496,-,315932496.0,,315932496.0,
Công ty CP Bất động sảnBưu chính viễn thông ViệtNam - Góp vốn hợp tác đầutur,Công ty CP Bất động sảnBưu chính viễn thông ViệtNam - Góp vốn hợp tác đầutur,Công ty CP Bất động sảnBưu chính viễn thông ViệtNam - Góp vốn hợp tác đầutur,1.723.111.000,-,-,-,1723111000.0,,,
