row_label_raw,row_label_full,col_0,Năm 2018VND,Năm 2017VND,numeric__Năm 2018VND,numeric__Năm 2017VND
Công ty CP Abey Holdings,Công ty CP Abey Holdings,Công ty CP Abey Holdings,Công ty CP Abey Holdings,Công ty CP Abey Holdings,,
Chi phí thi công xây dựng,Công ty CP Abey Holdings > Chi phí thi công xây dựng,Chi phí thi công xây dựng,1.978.191.818,-,1978191818.0,
Trà tiền thi công xây dựng,Công ty CP Abey Holdings > Trà tiền thi công xây dựng,Trà tiền thi công xây dựng,2.805.346.000,-,2805346000.0,
Công ty CP Thực phẩm Hà Nội,Công ty CP Thực phẩm Hà Nội,Công ty CP Thực phẩm Hà Nội,Công ty CP Thực phẩm Hà Nội,Công ty CP Thực phẩm Hà Nội,,
Chi phí mua thực phẩm,Công ty CP Thực phẩm Hà Nội > Chi phí mua thực phẩm,Chi phí mua thực phẩm,43.778.182,-,43778182.0,
Trà tiền mua thực phẩm,Công ty CP Thực phẩm Hà Nội > Trà tiền mua thực phẩm,Trà tiền mua thực phẩm,48.156.000,-,48156000.0,
Công ty CP Đầu tư thương mại Xây dựng Zenta,Công ty CP Đầu tư thương mại Xây dựng Zenta,Công ty CP Đầu tư thương mại Xây dựng Zenta,Công ty CP Đầu tư thương mại Xây dựng Zenta,Công ty CP Đầu tư thương mại Xây dựng Zenta,,
Chi phí thiết kế bản vẽ thi công và dự toán,Công ty CP Đầu tư thương mại Xây dựng Zenta > Chi phí thiết kế bản vẽ thi công và dự toán,Chi phí thiết kế bản vẽ thi công và dự toán,54.545.455,-,54545455.0,
Trà tiền thuê thiết kế bản vẽ thi công và dự toán,Công ty CP Đầu tư thương mại Xây dựng Zenta > Trà tiền thuê thiết kế bản vẽ thi công và dự toán,Trà tiền thuê thiết kế bản vẽ thi công và dự toán,60.000.000,-,60000000.0,
Công ty CP BDSC,Công ty CP BDSC,Công ty CP BDSC,Công ty CP BDSC,Công ty CP BDSC,,
Chuyển nhượng vốn góp Công ty TNHH MTV Đầu tư Hùng Sơn,Công ty CP BDSC > Chuyển nhượng vốn góp Công ty TNHH MTV Đầu tư Hùng Sơn,Chuyển nhượng vốn góp Công ty TNHH MTV Đầu tư Hùng Sơn,335.000.000.000,-,335000000000.0,
