row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Số có khà năng trả nợVND,01/01/2018 > Giá trịVND,01/01/2018 > Số có khà năng trả nợVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Số có khà năng trả nợVND,numeric__01/01/2018 > Giá trịVND,numeric__01/01/2018 > Số có khà năng trả nợVND
Các bên liên quan,Các bên liên quan,Các bên liên quan,43.071.048.445,43.071.048.445,19.017.200.000,19.017.200.000,43071048445.0,43071048445.0,19017200000.0,19017200000.0
Công ty CP In và Văn hóa phẩm - Nhận góp vốn thực hiện dự án 83 Hào Nam,Công ty CP In và Văn hóa phẩm - Nhận góp vốn thực hiện dự án 83 Hào Nam,Công ty CP In và Văn hóa phẩm - Nhận góp vốn thực hiện dự án 83 Hào Nam,41.773.758.445,41.773.758.445,19.017.200.000,19.017.200.000,41773758445.0,41773758445.0,19017200000.0,19017200000.0
Công ty CP Tập đoàn Phú Mỹ - Nhận góp vốn Dự án BT70,Công ty CP Tập đoàn Phú Mỹ - Nhận góp vốn Dự án BT70,Công ty CP Tập đoàn Phú Mỹ - Nhận góp vốn Dự án BT70,1.297.290.000,1.297.290.000,-,-,1297290000.0,1297290000.0,,
Các bên khác,Các bên khác,Các bên khác,91.180.000.000,91.180.000.000,22.417.290.000,22.417.290.000,91180000000.0,91180000000.0,22417290000.0,22417290000.0
Nhận góp vốn thực hiện dự án BT Sài Gòn,Nhận góp vốn thực hiện dự án BT Sài Gòn,Nhận góp vốn thực hiện dự án BT Sài Gòn,70.110.000.000,70.110.000.000,19.747.290.000,19.747.290.000,70110000000.0,70110000000.0,19747290000.0,19747290000.0
Nhận góp vốn dự án BOT Hà Nội - Bắc Giang,Nhận góp vốn dự án BOT Hà Nội - Bắc Giang,Nhận góp vốn dự án BOT Hà Nội - Bắc Giang,10.000.000.000,10.000.000.000,-,-,10000000000.0,10000000000.0,,
Vốn huy động thực hiện giải phóng mặt bằng BT,Vốn huy động thực hiện giải phóng mặt bằng BT,Vốn huy động thực hiện giải phóng mặt bằng BT,11.070.000.000,11.070.000.000,2.670.000.000,2.670.000.000,11070000000.0,11070000000.0,2670000000.0,2670000000.0
Cộng,Cộng,Cộng,134.251.048.445,134.251.048.445,41.434.490.000,41.434.490.000,134251048445.0,134251048445.0,41434490000.0,41434490000.0
