row_label_raw,row_label_full,Chỉ tiêu,Mã số,Từ 01/01/2018 đến 30/6/2018 (Trước điều chỉnh),Điều chỉnh hỏi tố,Từ 01/01/2018 đến 30/6/2018 (Sau điều chỉnh),numeric__Mã số,numeric__Từ 01/01/2018 đến 30/6/2018 (Trước điều chỉnh),numeric__Điều chỉnh hỏi tố,numeric__Từ 01/01/2018 đến 30/6/2018 (Sau điều chỉnh)
,,,,VND,VND,VND,,,,
1. Lợi nhuận trước thuê,1. Lợi nhuận trước thuê,1. Lợi nhuận trước thuê,01,3.623.749.445.300,(90.897.653.622),3.532.851.791.678,1.0,3623749445300.0,-90897653622.0,3532851791678.0
2. Khửu.hao tài sản tố định,2. Khửu.hao tài sản tố định,2. Khửu.hao tài sản tố định,02,1.316.542.691.858,6.588.407.490,1.323.131.099.348,2.0,1316542691858.0,6588407490.0,1323131099348.0
3. Chỉ phí lãi vay,3. Chỉ phí lãi vay,3. Chỉ phí lãi vay,06,235.817.288.802,1.237.823.440,237.055.112.242,6.0,235817288802.0,1237823440.0,237055112242.0
"4. Tăng, giảm các khoản phải thu","4. Tăng, giảm các khoản phải thu","4. Tăng, giảm các khoản phải thu",09,564.275.346.628,(65.937.652),564.209.408.976,9.0,564275346628.0,-65937652.0,564209408976.0
"5. Tăng, giảm các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","5. Tăng, giảm các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","5. Tăng, giảm các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,63.605.742.189,84.514.068.678,148.119.810.867,11.0,63605742189.0,84514068678.0,148119810867.0
"6. Tăng, giảm chỉ phí trả trước","6. Tăng, giảm chỉ phí trả trước","6. Tăng, giảm chỉ phí trả trước",12,(18.239.159.410),(1.376.708.334),(19.615.867.744),12.0,-18239159410.0,-1376708334.0,-19615867744.0
