row_label_raw,row_label_full,Chỉ tiêu,Mã số,Từ 01/01/2018đến 30/6/2018(Trước điều chỉnh),Điều chỉnhhồi tố,Từ 01/01/2018đến 30/6/2018(Sau điều chỉnh),numeric__Mã số,numeric__Từ 01/01/2018đến 30/6/2018(Trước điều chỉnh),numeric__Điều chỉnhhồi tố,numeric__Từ 01/01/2018đến 30/6/2018(Sau điều chỉnh)
,,,,VND,VND,VND,,,,
1. Giá vốn hàng bản và dịch vụ cung cấp,1. Giá vốn hàng bản và dịch vụ cung cấp,1. Giá vốn hàng bản và dịch vụ cung cấp,11,51.719.672.050.701,83.066.356.824,51.802.738.407.525,11.0,51719672050701.0,83066356824.0,51802738407525.0
2. Chỉ phí tài chính,2. Chỉ phí tài chính,2. Chỉ phí tài chính,22,312.740.469.390,1.237.823.440,313.978.292.630,22.0,312740469390.0,1237823440.0,313978292630.0
3. Chỉ phí bán hàng,3. Chỉ phí bán hàng,3. Chỉ phí bán hàng,25,370.160.045.104,5.180.030.594,375.340.075.698,25.0,370160045104.0,5180030594.0,375340075698.0
4. Chỉ phí quản lý doanh nghiệp,4. Chỉ phí quản lý doanh nghiệp,4. Chỉ phí quản lý doanh nghiệp,26,169.852.600.540,46.663.636,169.899.264.176,26.0,169852600540.0,46663636.0,169899264176.0
5. Chỉ phí khác,5. Chỉ phí khác,5. Chỉ phí khác,32,33.809.979.745,1.366.779.128,35.176.758.873,32.0,33809979745.0,1366779128.0,35176758873.0
6. Tổng lợi nhuận kế toán trước thuế,6. Tổng lợi nhuận kế toán trước thuế,6. Tổng lợi nhuận kế toán trước thuế,50,3.623.749.445.300,(90.897.653.622),3.532.851.791.678,50.0,3623749445300.0,-90897653622.0,3532851791678.0
7. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,7. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,7. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,199.351.298.393,283.127.363,199.634.425.756,51.0,199351298393.0,283127363.0,199634425756.0
8. Lợi nhuận sau thuế thu nhập doanh nghiệp,8. Lợi nhuận sau thuế thu nhập doanh nghiệp,8. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,3.421.936.901.761,(91.180.780.985),3.330.756.120.776,60.0,3421936901761.0,-91180780985.0,3330756120776.0
