row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2018,01/7/2018,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018,numeric__01/7/2018
C.,C.,C.,NỘ PHẢI TRẢ,300,,21.834.058.479.841,30.861.867.317.879,,300.0,,21834058479841.0,30861867317879.0
I.,I.,I.,Nợ ngắn hạn,310,,13.100.402.057.914,21.160.525.399.166,,310.0,,13100402057914.0,21160525399166.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,5.999.845.766.000,8.943.875.881.742,,311.0,14.0,5999845766000.0,8943875881742.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,13.503.645.791,12.414.062.971,,312.0,,13503645791.0,12414062971.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,15,779.703.276.274,827.711.719.167,,313.0,15.0,779703276274.0,827711719167.0
4.,4.,4.,Phải trả người lao động,314,,135.968.584.861,96.559.239.712,,314.0,,135968584861.0,96559239712.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,16,1.689.432.095.651,164.216.587.168,,315.0,16.0,1689432095651.0,164216587168.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,1.624.093.475.531,6.465.276.336.417,,319.0,17.0,1624093475531.0,6465276336417.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,18,2.815.862.717.195,4.579.321.133.300,,320.0,18.0,2815862717195.0,4579321133300.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,,41.992.496.611,71.150.438.689,,322.0,,41992496611.0,71150438689.0
II.,II.,II.,Nợ đài hạn,330,,8.733.656.421.927,9.701.341.918.713,,330.0,,8733656421927.0,9701341918713.0
1.,1.,1.,Vay và nợ thuê tài chính đài hạn,338,19,7.315.371.277.170,8.278.218.018.465,,338.0,19.0,7315371277170.0,8278218018465.0
2.,2.,2.,Thuế thu nhập hoãn lại phải trả,341,,2.471.399.298,-,,341.0,,2471399298.0,
3.,3.,3.,Quỹ phát triển khoa học và công nghệ,343,20,1.415.813.745.459,1.423.123.900.248,,343.0,20.0,1415813745459.0,1423123900248.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,31.377.546.329.840,31.096.318.256.689,,400.0,,31377546329840.0,31096318256689.0
I.,I.,I.,Vốn chủ sở hữu,410,21,31.377.546.329.840,31.096.318.256.689,,410.0,21.0,31377546329840.0,31096318256689.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,31.004.996.160.000,31.004.996.160.000,,411.0,,31004996160000.0,31004996160000.0
2.,2.,2.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
3.,3.,3.,Chênh lệch tỷ giả hối đoái,417,,-,(57.718.950.430),,417.0,,,-57718950430.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,2.440.434.975,2.440.434.975,,418.0,,2440434975.0,2440434975.0
5.,5.,5.,Quỹ khác thuộc vốn chủ sở hữu,420,,106.709.914,106.709.914,,420.0,,106709914.0,106709914.0
6.,6.,6.,Lợi nhuận sau thuế chưa phân phối,421,,256.261.875.092,6.970.505.022,,421.0,,256261875092.0,6970505022.0
,,,- Lợi nhuận sau thuế chưa phân phối/(Lỗ) lũy kế đến cuối kỳ trước,421a,,48.827.439.761,(388.635.930),,,,48827439761.0,-388635930.0
,,,- Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,207.434.435.331,7.359.140.952,,,,207434435331.0,7359140952.0
7.,7.,7.,Lợi ích của cổ đông không kiểm soát,429,,113.741.149.859,139.523.397.208,,429.0,,113741149859.0,139523397208.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,53.211.604.809.681,61.958.185.574.568,,440.0,,53211604809681.0,61958185574568.0
