row_label_raw,row_label_full,col_0,Từ ngày 01/7/2018đến ngày 31/12/2018,Từ ngày 01/01/2018đến ngày 30/6/2018,numeric__Từ ngày 01/7/2018đến ngày 31/12/2018,numeric__Từ ngày 01/01/2018đến ngày 30/6/2018
,,,VND,VND,,
Bán hàng,Bán hàng,Bán hàng,,,,
Tổng Công ty Dầu Việt Nam-,Bán hàng > Tổng Công ty Dầu Việt Nam-,Tổng Công ty Dầu Việt Nam-,7.703.470.480.664,9.105.044.101.756,7703470480664.0,9105044101756.0
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,,,,
Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần > Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,703.075.958.206,642.368.930.286,703075958206.0,642368930286.0
Công ty Kinh doanh Sản phẩm khí,Công ty Cổ phần > Công ty Kinh doanh Sản phẩm khí,Công ty Kinh doanh Sản phẩm khí,640.528.759.475,595.948.753.107,640528759475.0,595948753107.0
Công ty Cổ phần Kinh doanh Khí Miền Bắc,Công ty Cổ phần > Công ty Cổ phần Kinh doanh Khí Miền Bắc,Công ty Cổ phần Kinh doanh Khí Miền Bắc,580.624.729.362,614.791.232.924,580624729362.0,614791232924.0
Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu,Công ty Cổ phần > Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu,Tổng Công ty Dung dịch khoan và Hóa phẩm Dầu,100.873.549.784,293.290.236.689,100873549784.0,293290236689.0
Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,Công ty Cổ phần > Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,Công ty Cổ phần Vận tải Dầu khí Quảng Ngãi,45.381.394.695,47.868.251.621,45381394695.0,47868251621.0
Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần > Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC,825.840.298,739.846.787,825840298.0,739846787.0
Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần > Công ty Cổ phần Phân bón Dầu khí Cà Mau,Công ty Cổ phần Phân bón Dầu khí Cà Mau,246.720.000,-,246720000.0,
Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Công ty Cổ phần > Công ty Cổ phần Vận tải Dầu Phương Đông Việt,Công ty Cổ phần Vận tải Dầu Phương Đông Việt,61.730.273,1.860.970.024,61730273.0,1860970024.0
Công ty Cổ phần Kinh doanh Khí Miền Nam - Chínhánh Miền Trung,Công ty Cổ phần > Công ty Cổ phần Kinh doanh Khí Miền Nam - Chínhánh Miền Trung,Công ty Cổ phần Kinh doanh Khí Miền Nam - Chínhánh Miền Trung,48.000.000,48.000.000,48000000.0,48000000.0
Viện Dầu khí Việt Nam,Công ty Cổ phần > Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,3.646.989,18.000.000,3646989.0,18000000.0
,,,9.775.140.809.746,11.301.978.323.194,9775140809746.0,11301978323194.0
