row_label_raw,row_label_full,col_0,VND,VND_1,VND_2,VND_3,VND_4,numeric__VND,numeric__VND_1,numeric__VND_2,numeric__VND_3,numeric__VND_4
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,
Tài sản bộ phận,Tài sản > Tài sản bộ phận,Tài sản bộ phận,60.585.222.418.254,1.536.420.598.543,249.099.514.753,(412.556.956.982),61.958.185.574.568,60585222418254.0,1536420598543.0,249099514753.0,-412556956982.0,61958185574568.0
Tổng Tài sản hợp nhất,Tài sản > Tổng Tài sản hợp nhất,Tổng Tài sản hợp nhất,60.585.222.418.254,1.536.420.598.543,249.099.514.753,(412.556.956.982),61.958.185.574.568,60585222418254.0,1536420598543.0,249099514753.0,-412556956982.0,61958185574568.0
Công ng,Công ng,Công ng,Công ng,Công ng,Công ng,Công ng,Công ng,,,,,
Nợ phải trả bộ phận,Công ng > Nợ phải trả bộ phận,Nợ phải trả bộ phận,29.637.945.208.684,1.222.460.713.913,62.017.011.641,(60.555.616.359),30.861.867.317.879,29637945208684.0,1222460713913.0,62017011641.0,-60555616359.0,30861867317879.0
Tổng Nợ phải trả hợp nhất,Công ng > Tổng Nợ phải trả hợp nhất,Tổng Nợ phải trả hợp nhất,29.637.945.208.684,1.222.460.713.913,62.017.011.641,(60.555.616.359),30.861.867.317.879,29637945208684.0,1222460713913.0,62017011641.0,-60555616359.0,30861867317879.0
