row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CÁO CỦA BẢN TỔNG GIÁM ĐỐC,BẢO CÁO CỦA BẢN TỔNG GIÁM ĐỐC,BẢO CÁO CỦA BẢN TỔNG GIÁM ĐỐC,1 - 2,
BẢO CÁO KIỂM TOÁN ĐỘC LẬP,BẢO CÁO KIỂM TOÁN ĐỘC LẬP,BẢO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÁNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT,BÁNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT,BÁNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT,5 - 6,
BẢO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁNG CÂN ĐÕI KẾ TOÁN HỢP NHẤT > BẢO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,7,7.0
BẢO CÁO LƯU CHUYỄN TIỀN TỆ HỢP NHẤT,BẢO CÁO LƯU CHUYỄN TIỀN TỆ HỢP NHẤT,BẢO CÁO LƯU CHUYỄN TIỀN TỆ HỢP NHẤT,8 - 9,
THUYÊT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CÁO TÀI CHÍNH HỢP NHẤT,10 - 44,
