row_label_raw,row_label_full,col_0,31/12/2018,01/7/2018,numeric__31/12/2018,numeric__01/7/2018
,,,VND,VND,,
Vay bằng USD,Vay bằng USD,Vay bằng USD,10.062.956.994.365,11.274.262.151.765,10062956994365.0,11274262151765.0
Vay bằng VND,Vay bằng VND,Vay bằng VND,68.277.000.000,68.277.000.000,68277000000.0,68277000000.0
,,,10.131.233.994.365,11.342.539.151.765,10131233994365.0,11342539151765.0
,,,31/12/2018,01/7/2018,,
,,,VND,VND,,
"Vay có bảo lãnh của bên thứ 3 (Tập đoàn, Bộ Tài chính)","Vay có bảo lãnh của bên thứ 3 (Tập đoàn, Bộ Tài chính)","Vay có bảo lãnh của bên thứ 3 (Tập đoàn, Bộ Tài chính)",362.078.237.194,716.807.013.300,362078237194.0,716807013300.0
Vay có đảm bảo bằng tài sản (Thuyết minh số 11),Vay có đảm bảo bằng tài sản (Thuyết minh số 11),Vay có đảm bảo bằng tài sản (Thuyết minh số 11),1.086.493.857.171,1.076.159.978.465,1086493857171.0,1076159978465.0
Vay tín chấp,Vay tín chấp,Vay tín chấp,8.682.661.900.000,9.549.572.160.000,8682661900000.0,9549572160000.0
,,,10.131.233.994.365,11.342.539.151.765,10131233994365.0,11342539151765.0
,,,31/12/2018,01/7/2018,,
,,,VND,VND,,
Vay theo lãi suất thả nội,Vay theo lãi suất thả nội,Vay theo lãi suất thả nội,1.448.572.094.365,1.792.966.991.765,1448572094365.0,1792966991765.0
Vay theo lãi suất cổ định,Vay theo lãi suất cổ định,Vay theo lãi suất cổ định,8.682.661.900.000,9.549.572.160.000,8682661900000.0,9549572160000.0
,,,10.131.233.994.365,11.342.539.151.765,10131233994365.0,11342539151765.0
