row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày 1 tháng 1 năm 2017,Nguyên giá > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,5.361.148.000,857.967.791,139.440.184,6.358.555.975,5361148000.0,857967791.0,139440184.0,6358555975.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,1.093.080.000,-,77.299.000,1.170.379.000,1093080000.0,,77299000.0,1170379000.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,(45.000.000),(45.000.000),,,-45000000.0,-45000000.0
Tại ngày 31 tháng 12 năm 2017,Nguyên giá > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,6.454.228.000,857.967.791,171.739.184,7.483.934.975,6454228000.0,857967791.0,171739184.0,7483934975.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,,
Tại ngày 1 tháng 1 năm 2017,Hao mòn lũy kế > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,187.640.266,450.242.115,88.067.475,725.949.856,187640266.0,450242115.0,88067475.0,725949856.0
Hao mòn trong năm,Hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,93.203.369,138.216.656,17.717.400,249.137.425,93203369.0,138216656.0,17717400.0,249137425.0
"Thanh lý, nhượng bán","Hao mòn lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,-,(45.000.000),(45.000.000),,,-45000000.0,-45000000.0
Tại ngày 31 tháng 12 năm 2017,Hao mòn lũy kế > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,280.843.635,588.458.771,60.784.875,930.087.281,280843635.0,588458771.0,60784875.0,930087281.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày 1 tháng 1 năm 2017,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2017,Tại ngày 1 tháng 1 năm 2017,5.173.507.734,407.725.676,51.372.709,5.632.606.119,5173507734.0,407725676.0,51372709.0,5632606119.0
Tại ngày 31 tháng 12 năm 2017,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,6.173.384.365,269.509.020,110.954.309,6.553.847.694,6173384365.0,269509020.0,110954309.0,6553847694.0
