row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGĂN HẠN,,485.811.274.611,341.886.641.880,,,485811274611.0,341886641880.0
110,110,110,Tiền và các khoản tương đương tiền,3,222.999.837.459,68.003.863.792,,3.0,222999837459.0,68003863792.0
111,111,111,Tiền,,79.499.837.459,15.076.798.792,,,79499837459.0,15076798792.0
112,112,112,Các khoản tương đương tiền,,143.500.000.000,52.927.065.000,,,143500000000.0,52927065000.0
120,120,120,Đầu tư tài chính ngắn hạn,,8.172.250.000,-,,,8172250000.0,
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4,8.172.250.000,-,,4.0,8172250000.0,
130,130,130,Các khoản phải thu ngắn hạn,,227.394.496.842,257.002.673.154,,,227394496842.0,257002673154.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,74.686.373.191,121.421.181.770,,5.0,74686373191.0,121421181770.0
132,132,132,Trả trước cho người bán ngắn hạn,6,50.090.997.292,3.243.967.948,,6.0,50090997292.0,3243967948.0
135,135,135,Phải thu về cho vay ngắn hạn,7,93.843.858.552,74.343.858.552,,7.0,93843858552.0,74343858552.0
136,136,136,Phải thu ngắn hạn khác,8(a),9.562.455.993,58.435.395.765,,,9562455993.0,58435395765.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(789.188.186),(443.597.011),,,-789188186.0,-443597011.0
139,139,139,Tài sản thiếu chờ xử lý,,-,1.866.130,,,,1866130.0
140,140,140,Hàng tồn kho,,26.151.056.765,16.181.139.904,,,26151056765.0,16181139904.0
141,141,141,Hàng tồn kho,9,26.151.056.765,16.181.139.904,,9.0,26151056765.0,16181139904.0
150,150,150,Tài sản ngắn hạn khác,,1.093.633.545,698.965.030,,,1093633545.0,698965030.0
151,151,151,Chi phí trả trước ngắn hạn,,777.057.097,632.103.291,,,777057097.0,632103291.0
152,152,152,Thuế GTGT được khấu trừ,,19.000.942,180.045,,,19000942.0,180045.0
153,153,153,Thuế và các khoản phải thu Nhà nước,16(b),297.575.506,66.681.694,,,297575506.0,66681694.0
200,200,200,TÀI SẢN DÀI HẠN,,1.172.797.759.434,1.209.797.571.142,,,1172797759434.0,1209797571142.0
210,210,210,Các khoản phải thu dài hạn,,10.963.017.532,691.183.500,,,10963017532.0,691183500.0
216,216,216,Phải thu dài hạn khác,8(b),10.963.017.532,691.183.500,,,10963017532.0,691183500.0
220,220,220,Tài sản cố định,,1.113.991.123.959,1.169.336.002.701,,,1113991123959.0,1169336002701.0
221,221,221,Tài sản cố định hữu hình,10(a),1.107.437.276.265,1.163.703.396.582,,,1107437276265.0,1163703396582.0
222,222,222,Nguyên giá,,1.634.923.252.323,1.617.237.950.695,,,1634923252323.0,1617237950695.0
223,223,223,Giá trị hao mòn lũy kế,,(527.485.976.058),(453.534.554.113),,,-527485976058.0,-453534554113.0
227,227,227,Tài sản cố định vô hình,10(b),6.553.847.694,5.632.606.119,,,6553847694.0,5632606119.0
228,228,228,Nguyên giá,,7.483.934.975,6.358.555.975,,,7483934975.0,6358555975.0
229,229,229,Giá trị hao mòn lũy kế,,(930.087.281),(725.949.856),,,-930087281.0,-725949856.0
240,240,240,Tài sản dở dang dài hạn,,18.045.866.709,5.593.953.150,,,18045866709.0,5593953150.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,18.045.866.709,5.593.953.150,,11.0,18045866709.0,5593953150.0
250,250,250,Đầu tư tài chính dài hạn,,-,200.006.687,,,,200006687.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,,-,200.006.687,,,,200006687.0
260,260,260,Tài sản dài hạn khác,,29.797.751.234,33.976.425.104,,,29797751234.0,33976425104.0
261,261,261,Chi phí trả trước dài hạn,12,14.801.647.513,16.712.181.128,,12.0,14801647513.0,16712181128.0
262,262,262,Tài sản thuế thu nhập hoãn lại,30,5.267.241.281,4.985.828.751,,30.0,5267241281.0,4985828751.0
269,269,269,Lợi thế thương mại,13,9.728.862.440,12.278.415.225,,13.0,9728862440.0,12278415225.0
270,270,270,TỔNG TÀI SẢN,,1.658.609.034.045,1.551.684.213.022,,,1658609034045.0,1551684213022.0
