row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm VND > 8.911.100.183,Số phải nộp trong năm VND > 46.609.694.768,Số thực nộp trong năm VND > (50.336.512.365),Số cuối năm VND > 5.184.282.586,numeric__Số đầu năm VND > 8.911.100.183,numeric__Số phải nộp trong năm VND > 46.609.694.768,numeric__Số thực nộp trong năm VND > (50.336.512.365),numeric__Số cuối năm VND > 5.184.282.586
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,5.654.279.475,22.142.936.175,(16.866.164.374),10.931.051.276,5654279475.0,22142936175.0,-16866164374.0,10931051276.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,559.506.487,4.983.230.601,(4.932.112.800),610.624.288,559506487.0,4983230601.0,-4932112800.0,610624288.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,3.581.076.908,34.364.563.210,(34.109.321.251),3.836.318.867,3581076908.0,34364563210.0,-34109321251.0,3836318867.0
Khác,Khác,Khác,730.790.342,3.359.013.369,(2.876.734.312),1.213.069.399,730790342.0,3359013369.0,-2876734312.0,1213069399.0
,,,19.436.753.395,111.459.438.123,(109.120.845.102),21.775.346.416,19436753395.0,111459438123.0,-109120845102.0,21775346416.0
