row_label_raw,row_label_full,Số đầu năm,Năm nay VND > 13.609.408.324,Năm trước VND > 9.630.217.865,numeric__Năm nay VND > 13.609.408.324,numeric__Năm trước VND > 9.630.217.865
Tăng,Tăng,Tăng,14.551.768.631,12.457.019.502,14551768631.0,12457019502.0
Chi trong năm,Chi trong năm,Chi trong năm,(10.902.029.679),(8.477.829.043),-10902029679.0,-8477829043.0
Số cuối năm,Số cuối năm,Số cuối năm,17.259.147.276,13.609.408.324,17259147276.0,13609408324.0
