row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Thu do nhượng bán, thanh lý TSCĐ","Thu nhập khác > Thu do nhượng bán, thanh lý TSCĐ","Thu do nhượng bán, thanh lý TSCĐ",750.115.899,261.198.533,750115899.0,261198533.0
Cho thuê tài sản,Thu nhập khác > Cho thuê tài sản,Cho thuê tài sản,573.994.512,790.301.271,573994512.0,790301271.0
Khác,Thu nhập khác > Khác,Khác,861.416.118,1.602.876.221,861416118.0,1602876221.0
,,,2.185.526.529,2.654.376.025,2185526529.0,2654376025.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Xóa sổ dự án (Thuyết minh 11),Chi phí khác > Xóa sổ dự án (Thuyết minh 11),Xóa sổ dự án (Thuyết minh 11),7.504.802.919,,7504802919.0,
Cho thuê tài sản,Chi phí khác > Cho thuê tài sản,Cho thuê tài sản,1.819.316.835,559.151.346,1819316835.0,559151346.0
Khác,Chi phí khác > Khác,Khác,1.580.647.393,1.350.539.599,1580647393.0,1350539599.0
,,,10.904.767.147,1.909.690.945,10904767147.0,1909690945.0
(Lỗ)/lợi nhuận khác,Chi phí khác > (Lỗ)/lợi nhuận khác,(Lỗ)/lợi nhuận khác,(8.719.240.618),744.685.080,-8719240618.0,744685080.0
