row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRẢ,,340.592.087.280,401.001.599.367,,,340592087280.0,401001599367.0
310,310,310,Nợ ngắn hạn,,103.424.656.357,135.096.432.312,,,103424656357.0,135096432312.0
311,311,311,Phải trả người bán ngắn hạn,14,15.864.492.583,8.556.777.999,,14.0,15864492583.0,8556777999.0
312,312,312,Người mua trả tiền trước ngắn hạn,15,3.389.115.713,1.665.805.100,,15.0,3389115713.0,1665805100.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,16(a),21.775.346.416,19.436.753.395,,,21775346416.0,19436753395.0
314,314,314,Phải trả người lao động,,1.527.266.640,7.506.404.645,,,1527266640.0,7506404645.0
315,315,315,Chi phí phải trả ngắn hạn,,2.264.261.123,922.470.270,,,2264261123.0,922470270.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,2.727.271,775.533.091,,,2727271.0,775533091.0
319,319,319,Phải trả ngắn hạn khác,17,35.424.600.335,37.452.415.427,,17.0,35424600335.0,37452415427.0
320,320,320,Vay ngắn hạn,18(a),5.917.699.000,45.170.864.061,,,5917699000.0,45170864061.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,17.259.147.276,13.609.408.324,,19.0,17259147276.0,13609408324.0
330,330,330,Nợ dài hạn,,237.167.430.923,265.905.167.055,,,237167430923.0,265905167055.0
331,331,331,Phải trả người bán dài hạn,,96.362.637,262.992.988,,,96362637.0,262992988.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,305.280.000,194.362.682,,,305280000.0,194362682.0
338,338,338,Vay dài hạn,18(b),232.384.070.181,264.537.311.139,,,232384070181.0,264537311139.0
342,342,342,Dự phòng phải trả dài hạn,20,3.471.217.859,-,,20.0,3471217859.0,
343,343,343,Quỹ phát triển khoa học và công nghệ,,910.500.246,910.500.246,,,910500246.0,910500246.0
400,400,400,VỐN CHỦ SỞ HỮU,,1.318.016.946.765,1.150.682.613.655,,,1318016946765.0,1150682613655.0
410,410,410,Vốn chủ sở hữu,,1.318.016.946.765,1.150.682.613.655,,,1318016946765.0,1150682613655.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",970.912.750.000,744.903.390.000,,,970912750000.0,744903390000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,"21, 22",970.912.750.000,744.903.390.000,,,970912750000.0,744903390000.0
412,412,412,Thặng dư vốn cổ phần,22,28.940.687.153,1.980.358.653,,22.0,28940687153.0,1980358653.0
418,418,418,Quỹ đầu tư phát triển,22,56.347.900.991,49.052.343.723,,22.0,56347900991.0,49052343723.0
421,421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",22,120.011.502.443,168.385.738.484,,22.0,120011502443.0,168385738484.0
421a,421a,421a,- LNST chưa phân phối lũy kécủa các năm trước,,31.620.215.000,89.336.232.677,,,31620215000.0,89336232677.0
421b,421b,421b,- LNST chưa phân phối trong năm,,88.391.287.443,79.049.505.807,,,88391287443.0,79049505807.0
429,429,429,Lợi ích cổ đông không kiểm soát,22,141.804.106.178,186.360.782.795,,22.0,141804106178.0,186360782795.0
440,440,440,TỔNG NGUỒN VỐN,,1.658.609.034.045,1.551.684.213.022,,,1658609034045.0,1551684213022.0
