row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,Nhận vốn góp của cổ đông không kiểm soát,,1.000.000.000,-,,,1000000000.0,
33,33,33,"Vay ngắn hạn, dài hạn nhận được",,97.718.611.173,207.571.814.255,,,97718611173.0,207571814255.0
34,34,34,Chi trả nợ gốc vay,,(162.629.325.825),(448.117.284.894),,,-162629325825.0,-448117284894.0
36,36,36,Cổ tức đã trả cho cổ đông không kiểm soát,,(29.508.840.780),(39.488.819.361),,,-29508840780.0,-39488819361.0
40,40,40,Lưu chuyển thuần từ hoạt động tài chính,,(93.419.555.432),(280.034.290.000),,,-93419555432.0,-280034290000.0
50,50,50,Lưu chuyển tiền thuần trong năm,,154.999.236.332,(20.740.984.413),,,154999236332.0,-20740984413.0
60,60,60,Tiền và tương đương tiền đầu năm,3,68.003.863.792,88.744.706.764,,3.0,68003863792.0,88744706764.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(3.262.665),141.441,,,-3262665.0,141441.0
70,70,70,Tiền và tương đương tiền cuối năm,3,222.999.837.459,68.003.863.792,,3.0,222999837459.0,68003863792.0
