row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,22.519.533.942,31.389.629.680,22519533942.0,31389629680.0
Phải trả cho Ngân hàng Nông nghiệp và Phát triển nông thôn (Thuyết minh 18(b)),Phải trả cho Ngân hàng Nông nghiệp và Phát triển nông thôn (Thuyết minh 18(b)),Phải trả cho Ngân hàng Nông nghiệp và Phát triển nông thôn (Thuyết minh 18(b)),6.495.691.367,-,6495691367.0,
Phí bảo vệ môi trường rừng,Phí bảo vệ môi trường rừng,Phí bảo vệ môi trường rừng,3.514.821.083,2.905.338.440,3514821083.0,2905338440.0
Lãi vay phải trả,Lãi vay phải trả,Lãi vay phải trả,1.276.957.963,44.754.640,1276957963.0,44754640.0
Khác,Khác,Khác,1.617.595.980,3.112.692.667,1617595980.0,3112692667.0
,,,35.424.600.335,37.452.415.427,35424600335.0,37452415427.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Bên liên quan (Thuyết minh 32(b)),Trong đó: > Bên liên quan (Thuyết minh 32(b)),Bên liên quan (Thuyết minh 32(b)),1.380.000.000,1.320.000.000,1380000000.0,1320000000.0
Bên thứ ba,Trong đó: > Bên thứ ba,Bên thứ ba,34.044.600.335,36.132.415.427,34044600335.0,36132415427.0
,,,35.424.600.335,37.452.415.427,35424600335.0,37452415427.0
