row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế Điều chỉnh:,Lợi nhuận kế toán trước thuế Điều chỉnh:,Lợi nhuận kế toán trước thuế Điều chỉnh:,230.436.844.464,149.240.736.936,230436844464.0,149240736936.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,13.767.996.800,5.114.070.535,13767996800.0,5114070535.0
Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,244.204.841.264,154.354.807.471,244204841264.0,154354807471.0
Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,17.787.100.235,12.661.900.929,17787100235.0,12661900929.0
Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,8.830.222.901,4.593.406.668,8830222901.0,4593406668.0
Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(5.854.883.175),(2.895.094.992),-5854883175.0,-2895094992.0
Bổ sung chi phí thuế TNDN năm trước,Bổ sung chi phí thuế TNDN năm trước,Bổ sung chi phí thuế TNDN năm trước,373.211.308,467.018.625,373211308.0,467018625.0
,,,21.135.651.269,14.827.231.230,21135651269.0,14827231230.0
Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh:,,,,
Thuế TNDN - hiện hành (Thuyết minh 14(a)),Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế TNDN - hiện hành (Thuyết minh 14(a)),Thuế TNDN - hiện hành (Thuyết minh 14(a)),21.417.063.799,13.075.736.361,21417063799.0,13075736361.0
Thuế TNDN - hoãn lại (**),Chi phí/(thu nhập) thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh: > Thuế TNDN - hoãn lại (**),Thuế TNDN - hoãn lại (**),(281.412.530),1.751.494.869,-281412530.0,1751494869.0
,,,21.135.651.269,14.827.231.230,21135651269.0,14827231230.0
