row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,24,539.100.132.317,431.381.037.396,,24.0,539100132317.0,431381037396.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,227.296.100.212,212.527.540.610,,25.0,227296100212.0,212527540610.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,311.804.032.105,218.853.496.786,,,311804032105.0,218853496786.0
21,21,21,Doanh thu hoạt động tài chính,26,17.993.340.549,26.819.957.563,,26.0,17993340549.0,26819957563.0
22,22,22,Chi phí tài chính,27,24.627.342.830,45.764.781.992,,27.0,24627342830.0,45764781992.0
23,23,23,- Trong đó: Chi phí lãi vay,,24.380.235.807,39.075.303.013,,,24380235807.0,39075303013.0
25,25,25,Chi phí bán hàng,,960.049.966,122.969.866,,,960049966.0,122969866.0
26,26,26,Chi phí quản lý doanh nghiệp,28,65.053.894.776,51.289.650.635,,28.0,65053894776.0,51289650635.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,239.156.085.082,148.496.051.856,,,239156085082.0,148496051856.0
31,31,31,Thu nhập khác,,2.185.526.529,2.654.376.025,,,2185526529.0,2654376025.0
32,32,32,Chi phí khác,,10.904.767.147,1.909.690.945,,,10904767147.0,1909690945.0
40,40,40,(Lỗ)/lợi nhuận khác (40 = 31 - 32),29,(8.719.240.618),744.685.080,,29.0,-8719240618.0,744685080.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,230.436.844.464,149.240.736.936,,,230436844464.0,149240736936.0
51,51,51,Chi phí thuế TNDN hiện hành,30,21.417.063.799,13.075.736.361,,30.0,21417063799.0,13075736361.0
52,52,52,(Thu nhập)/chi phí thuế TNDN hoãn lại,30,(281.412.530),1.751.494.869,,30.0,-281412530.0,1751494869.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,209.301.193.195,134.413.505.706,,,209301193195.0,134413505706.0
61,61,61,Lợi nhuận sau thuế của công ty mẹ,22,153.768.995.113,95.068.725.578,,22.0,153768995113.0,95068725578.0
62,62,62,Lợi nhuận sau thuế của cổ đông không kiểm soát,22,55.532.198.082,39.344.780.128,,22.0,55532198082.0,39344780128.0
70,70,70,Lãi cơ bản trên cổ phiếu,23,1.726,1.063,,23.0,1726.0,1063.0
71,71,71,Lãi suy giảm trên cổ phiếu,23,1.726,1.063,,23.0,1726.0,1063.0
