row_label_raw,row_label_full,Lợi nhuận trong năm (VND),Năm nay > 1.221.500.695.571,Năm trước(trình bày lại) > 1.155.847.083.742,numeric__Năm nay > 1.221.500.695.571,numeric__Năm trước(trình bày lại) > 1.155.847.083.742
"Phân bổ cho:- Cổ đông không kiểm soát (VND)- Cổ đông của Công ty mẹ (VND)Trừ: trích lập Quỹ khen thưởng, phúc lợi (VND)","Phân bổ cho:- Cổ đông không kiểm soát (VND)- Cổ đông của Công ty mẹ (VND)Trừ: trích lập Quỹ khen thưởng, phúc lợi (VND)","Phân bổ cho:- Cổ đông không kiểm soát (VND)- Cổ đông của Công ty mẹ (VND)Trừ: trích lập Quỹ khen thưởng, phúc lợi (VND)",249.056.848.940972.443.846.631(56.849.781.247),298.508.304.446857.338.779.296(50.120.654.500),,
Lợi nhuận để tính lãi cơ bản trên cổ phiếuSố bình quân gia quyền của cổ phiếu phổ thôngđế tính lãi cơ bản trên cổ phiếuLãi cơ bản trên cổ phiếu (VND),"Phân bổ cho:- Cổ đông không kiểm soát (VND)- Cổ đông của Công ty mẹ (VND)Trừ: trích lập Quỹ khen thưởng, phúc lợi (VND) > Lợi nhuận để tính lãi cơ bản trên cổ phiếuSố bình quân gia quyền của cổ phiếu phổ thôngđế tính lãi cơ bản trên cổ phiếuLãi cơ bản trên cổ phiếu (VND)",Lợi nhuận để tính lãi cơ bản trên cổ phiếuSố bình quân gia quyền của cổ phiếu phổ thôngđế tính lãi cơ bản trên cổ phiếuLãi cơ bản trên cổ phiếu (VND),915.594.065.384323.651.2462.829,807.218.124.796323.651.2462.494,9.155940653843237e+24,8.072181247963237e+24
