row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,
"Ký cược, ký quỹ","a. Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",71.024.188.568,224.446.403.960,71024188568.0,224446403960.0
Phải thu tiền bồi thường (*),a. Ngắn hạn > Phải thu tiền bồi thường (*),Phải thu tiền bồi thường (*),76.443.955.664,77.610.499.530,76443955664.0,77610499530.0
Trích trước lãi tiền gửi,a. Ngắn hạn > Trích trước lãi tiền gửi,Trích trước lãi tiền gửi,71.623.963.676,42.509.167.078,71623963676.0,42509167078.0
Tạm ứng cho nhân viên,a. Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,22.254.082.511,15.347.148.193,22254082511.0,15347148193.0
Cổ tức và lợi nhuận được chia,a. Ngắn hạn > Cổ tức và lợi nhuận được chia,Cổ tức và lợi nhuận được chia,1.192.892.580,1.143.555.090,1192892580.0,1143555090.0
Các khoản phải thu khác,a. Ngắn hạn > Các khoản phải thu khác,Các khoản phải thu khác,73.830.996.346,99.065.249.669,73830996346.0,99065249669.0
,,,316.370.079.345,460.122.023.520,316370079345.0,460122023520.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
"Ký cược, ký quỹ","b. Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ",155.902.637.467,135.188.151.804,155902637467.0,135188151804.0
Các khoản phải thu khác,b. Dài hạn > Các khoản phải thu khác,Các khoản phải thu khác,765.869.920,-,765869920.0,
,,,156.668.507.387,135.188.151.804,156668507387.0,135188151804.0
"Trong đó, phải thu khác từ các bên liên quan(Thuyết minh số 38)","Trong đó, phải thu khác từ các bên liên quan(Thuyết minh số 38)","Trong đó, phải thu khác từ các bên liên quan(Thuyết minh số 38)","Trong đó, phải thu khác từ các bên liên quan(Thuyết minh số 38)","Trong đó, phải thu khác từ các bên liên quan(Thuyết minh số 38)",,
Ngắn hạn,"Trong đó, phải thu khác từ các bên liên quan(Thuyết minh số 38) > Ngắn hạn",Ngắn hạn,7.911.783.057,19.649.227.684,7911783057.0,19649227684.0
,,,7.911.783.057,19.649.227.684,7911783057.0,19649227684.0
