row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,9.555.979.392.223,9.047.363.208.116,,1.0,,9555979392223.0,9047363208116.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,26,9.555.979.392.223,9.047.363.208.116,,10.0,26.0,9555979392223.0,9047363208116.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,7.717.483.802.689,7.392.334.482.981,,11.0,27.0,7717483802689.0,7392334482981.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.838.495.589.534,1.655.028.725.135,,20.0,,1838495589534.0,1655028725135.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,29,370.986.529.940,221.015.971.674,,21.0,29.0,370986529940.0,221015971674.0
6.,6.,6.,Chi phí tài chính,22,30,466.304.340.149,314.025.500.758,,22.0,30.0,466304340149.0,314025500758.0
,,,- Trong đó: Chi phí lãi vay,23,,355.216.330.968,214.451.792.020,,23.0,,355216330968.0,214451792020.0
7.,7.,7.,Phần lãi trong công ty liên kết,24,13,26.416.860.462,27.864.503.193,,24.0,13.0,26416860462.0,27864503193.0
8.,8.,8.,Chi phí bán hàng,25,31,13.386.162.080,12.873.930.300,,25.0,31.0,13386162080.0,12873930300.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,410.025.680.845,407.652.508.769,,26.0,31.0,410025680845.0,407652508769.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+24+(21-22)-(25+26)),30,,1.346.182.796.862,1.169.357.260.175,,30.0,,1346182796862.0,1169357260175.0
11.,11.,11.,Thu nhập khác,31,,208.512.533.328,308.543.209.056,,31.0,,208512533328.0,308543209056.0
12.,12.,12.,Chi phí khác,32,,6.084.210.403,21.028.738.061,,32.0,,6084210403.0,21028738061.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,32,202.428.322.925,287.514.470.995,,40.0,32.0,202428322925.0,287514470995.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.548.611.119.787,1.456.871.731.170,,50.0,,1548611119787.0,1456871731170.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,310.113.727.002,288.761.717.516,,51.0,33.0,310113727002.0,288761717516.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,15,16.996.697.214,12.262.929.912,,52.0,15.0,16996697214.0,12262929912.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.221.500.695.571,1.155.847.083.742,,60.0,,1221500695571.0,1155847083742.0
,,,Phân bổ cho:,,,,,,,,,
,,,- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,,,972.443.846.631,857.338.779.296,,,,972443846631.0,857338779296.0
,,,- Lợi nhuận sau thuế của cổ đông không kiểm soát,,,249.056.848.940,298.508.304.446,,,,249056848940.0,298508304446.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,34,2.829,2.494,,70.0,34.0,2829.0,2494.0
19.,19.,19.,Lãi suy giảm trên cổ phiếu,71,34,2.338,2.061,,71.0,34.0,2338.0,2061.0
