row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
"Lãi thanh lý, nhượng bán tài sản cố định","Lãi thanh lý, nhượng bán tài sản cố định","Lãi thanh lý, nhượng bán tài sản cố định",58.577.692.806,253.764.732.222,58577692806.0,253764732222.0
Thu từ bồi thường cố đông (*),Thu từ bồi thường cố đông (*),Thu từ bồi thường cố đông (*),75.450.789.659,-,75450789659.0,
Thu từ bồi thường bảo hiểm và phí lưu tàu,Thu từ bồi thường bảo hiểm và phí lưu tàu,Thu từ bồi thường bảo hiểm và phí lưu tàu,51.585.585.943,28.732.770.835,51585585943.0,28732770835.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,22.898.464.920,26.045.705.999,22898464920.0,26045705999.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,208.512.533.328,308.543.209.056,208512533328.0,308543209056.0
Chi phí phạt,Chi phí phạt,Chi phí phạt,485.207,5.372.643.777,485207.0,5372643777.0
Chi phí khác,Chi phí khác,Chi phí khác,6.083.725.196,15.656.094.284,6083725196.0,15656094284.0
Chi phí khác,Chi phí khác,Chi phí khác,6.084.210.403,21.028.738.061,6084210403.0,21028738061.0
Lợi nhuận khác,Lợi nhuận khác,Lợi nhuận khác,202.428.322.925,287.514.470.995,202428322925.0,287514470995.0
