row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Phải trả người bán ngắn hạn là bên thứ ba,a. Phải trả người bán ngắn hạn là bên thứ ba,a. Phải trả người bán ngắn hạn là bên thứ ba,a. Phải trả người bán ngắn hạn là bên thứ ba,a. Phải trả người bán ngắn hạn là bên thứ ba,,
Công ty Cổ phần cung ứng nhiên liệu tàu biển Vina,a. Phải trả người bán ngắn hạn là bên thứ ba > Công ty Cổ phần cung ứng nhiên liệu tàu biển Vina,Công ty Cổ phần cung ứng nhiên liệu tàu biển Vina,29.209.152.000,71.056.060.650,29209152000.0,71056060650.0
Công ty TNHH Vận Tải Dầu Khí Việt Mỹ,a. Phải trả người bán ngắn hạn là bên thứ ba > Công ty TNHH Vận Tải Dầu Khí Việt Mỹ,Công ty TNHH Vận Tải Dầu Khí Việt Mỹ,27.509.411.305,32.910.016.821,27509411305.0,32910016821.0
Công ty TNHH All Marine,a. Phải trả người bán ngắn hạn là bên thứ ba > Công ty TNHH All Marine,Công ty TNHH All Marine,27.292.949.516,13.516.200.466,27292949516.0,13516200466.0
Công ty TNHH Dịch vụ Vận tải Dầu khí Ovtrans,a. Phải trả người bán ngắn hạn là bên thứ ba > Công ty TNHH Dịch vụ Vận tải Dầu khí Ovtrans,Công ty TNHH Dịch vụ Vận tải Dầu khí Ovtrans,-,168.473.415.000,,168473415000.0
Công ty TNHH Gas Venus,a. Phải trả người bán ngắn hạn là bên thứ ba > Công ty TNHH Gas Venus,Công ty TNHH Gas Venus,-,58.358.550.960,,58358550960.0
Phải trả cho các đối tượng khác,a. Phải trả người bán ngắn hạn là bên thứ ba > Phải trả cho các đối tượng khác,Phải trả cho các đối tượng khác,553.821.155.557,376.162.015.234,553821155557.0,376162015234.0
b. Phải trả người bán ngắn hạn là các bên liên quan(Thuyết minh số 38),a. Phải trả người bán ngắn hạn là bên thứ ba > b. Phải trả người bán ngắn hạn là các bên liên quan(Thuyết minh số 38),b. Phải trả người bán ngắn hạn là các bên liên quan(Thuyết minh số 38),156.414.600.436,91.667.428.072,156414600436.0,91667428072.0
,,,794.247.268.814,812.143.687.203,794247268814.0,812143687203.0
