row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Năm 2015 VND,Năm 2014 VND,numeric__Giao dịch,numeric__Năm 2015 VND,numeric__Năm 2014 VND
Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,Cổ đông sáng lập,,,
Bộ Tài chính,Cổ đông sáng lập > Bộ Tài chính,Bộ Tài chính,Cổ tức năm 2014 đã trả,482.509.800.000,723.764.700.000,,482509800000.0,723764700000.0
SCIC,Cổ đông sáng lập > SCIC,SCIC,Cổ tức năm 2014 đã trả,22.154.400.000,33.231.600.000,,22154400000.0,33231600000.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,,,
Sumitomo Life,Cổ đông chiến lược > Sumitomo Life,Sumitomo Life,Cổ tức năm 2014 đã trả,122.509.091.000,183.763.636.500,,122509091000.0,183763636500.0
"Công ty liên doanh,liên kết","Công ty liên doanh,liên kết","Công ty liên doanh,liên kết","Công ty liên doanh,liên kết","Công ty liên doanh,liên kết","Công ty liên doanh,liên kết",,,
Bảo Việt Tokio Marine,"Công ty liên doanh,liên kết > Bảo Việt Tokio Marine",Bảo Việt Tokio Marine,Cổ tức nhận được,25.853.851.312,29.210.056.957,,25853851312.0,29210056957.0
Baoviet Bank,"Công ty liên doanh,liên kết > Baoviet Bank",Baoviet Bank,"Cổ tức nhận đượcDoanh thu từ hoạt độngđầu tưPhí cung cấp dịch vụCNTTDoanh thu cho thuê trụ sởlàm việc, phí giữ xe",31.200.000.00057.088.571.5811.860.928.0915.971.985.685,46.800.000.0002.932.458.3332.109.845.82511.430.895.238,,3.1200000000570884e+41,4.6800000000293246e+41
VIGEBA,"Công ty liên doanh,liên kết > VIGEBA",VIGEBA,Cổ tức nhận được,20.881.550.723,,,20881550723.0,
