row_label_raw,row_label_full,"Giá trị rủi ro của danh mụccô phiếu niêm yết tạíngày 31 tháng 12 năm 2015 > Giá trị sổ sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 364.565.113.361 > 197.995.965.900 > (4.520.290.880),HNX > 69.901.560.000 > 259.779.312.000 > (13.875.837.694),Tổng > 434.466.673.361 > 457.775.277.900 > (18.396.128.574),numeric__HOSE > 364.565.113.361 > 197.995.965.900 > (4.520.290.880),numeric__HNX > 69.901.560.000 > 259.779.312.000 > (13.875.837.694),numeric__Tổng > 434.466.673.361 > 457.775.277.900 > (18.396.128.574)
Mức độ đa dạng hóa VaR(95%),Mức độ đa dạng hóa VaR(95%),Mức độ đa dạng hóa VaR(95%),2.423.311.417,,2.423.311.417,2423311417.0,,2423311417.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(10.107.677.685),(30.958.760.064),(41.066.437.749),-10107677685.0,-30958760064.0,-41066437749.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(21.202.043.581),(64.939.642.967),(86.141.686.548),-21202043581.0,-64939642967.0,-86141686548.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(71.757.393.127),(219.785.393.428),(291.542.786.555),-71757393127.0,-219785393428.0,-291542786555.0
