row_label_raw,row_label_full,"Giá trị rủi ro của danh mụccổ phiếu niêm yết tạíngày 31 tháng 12 năm 2014 > Giá trị sổ sách > Giá trị thị trường > VaR (95%, 1 ngày)",HOSE > 382.396.474.039 > 176.768.931.100 > (3.547.956.636),HNX > 69.901.560.000 > 304.278.546.000 > (17.437.328.076),Tổng > 452.298.034.039 > 481.047.477.100 > (20.985.284.712),numeric__HOSE > 382.396.474.039 > 176.768.931.100 > (3.547.956.636),numeric__HNX > 69.901.560.000 > 304.278.546.000 > (17.437.328.076),numeric__Tổng > 452.298.034.039 > 481.047.477.100 > (20.985.284.712)
Mức độ đa dạng hóa VaR(95%),Mức độ đa dạng hóa VaR(95%),Mức độ đa dạng hóa VaR(95%),2.597.674.961,,2.597.674.961,2597674961.0,,2597674961.0
"VaR (95%, 1 tuần)","VaR (95%, 1 tuần)","VaR (95%, 1 tuần)",(7.933.472.220),(38.991.050.924),(46.924.523.144),-7933472220.0,-38991050924.0,-46924523144.0
"VaR (95%, 1 tháng)","VaR (95%, 1 tháng)","VaR (95%, 1 tháng)",(16.641.391.722),(81.788.318.418),(98.429.710.140),-16641391722.0,-81788318418.0,-98429710140.0
"VaR (95%, 1 năm)","VaR (95%, 1 năm)","VaR (95%, 1 năm)",(56.322.065.532),(276.809.001.715),(333.131.067.247),-56322065532.0,-276809001715.0,-333131067247.0
