row_label_raw,row_label_full,CHỈ TIÊU (*),Tại ngày 31/12/2014 (đã được trình bày trước đây),Trình bày lại,Tại ngày 31/12/2014 (được trình bày lại),numeric__Tại ngày 31/12/2014 (đã được trình bày trước đây),numeric__Trình bày lại,numeric__Tại ngày 31/12/2014 (được trình bày lại)
Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,208.601.060.845,(118.484.599.717),90.116.461.128,208601060845.0,-118484599717.0,90116461128.0
Dự phòng giảm giá tiền gửi,Dự phòng giảm giá tiền gửi,Dự phòng giảm giá tiền gửi,(282.484.599.717),118.484.599.717,(164.000.000.000),-282484599717.0,118484599717.0,-164000000000.0
Phải thu lãi trải phiếu,Phải thu lãi trải phiếu,Phải thu lãi trải phiếu,65.450.150.784,(36.444.059.511),29.006.091.273,65450150784.0,-36444059511.0,29006091273.0
Dự phòng giảm giá trải phiếu,Dự phòng giảm giá trải phiếu,Dự phòng giảm giá trải phiếu,(66.444.059.511),36.444.059.511,(30.000.000.000),-66444059511.0,36444059511.0,-30000000000.0
