row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2015,Chưa quá hạn và không giám giá trị > Ngày 31 tháng 12 năm 2015,Quá hạn nhưng không giám giá trị riêng biết > Ngày 31 tháng 12 năm 2015,Bị giảm giá trị riêng biết (*) > Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2015_1,numeric__Chưa quá hạn và không giám giá trị > Ngày 31 tháng 12 năm 2015,numeric__Quá hạn nhưng không giám giá trị riêng biết > Ngày 31 tháng 12 năm 2015,numeric__Bị giảm giá trị riêng biết (*) > Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2015_1
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,102.066.332.942,-,-,102.066.332.942,102066332942.0,,,102066332942.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,3.546.357.267.606,-,93.767.600.000,3.640.124.867.606,3546357267606.0,,93767600000.0,3640124867606.0
- Hợp đồng tiền gửi,- Hợp đồng tiền gửi,- Hợp đồng tiền gửi,1.669.836.344.469,-,-,1.669.836.344.469,1669836344469.0,,,1669836344469.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,1.876.520.923.137,-,93.767.600.000,1.970.288.523.137,1876520923137.0,,93767600000.0,1970288523137.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,346.668.902.970,-,-,346.668.902.970,346668902970.0,,,346668902970.0
- Phải thu từ các bên liên quan,- Phải thu từ các bên liên quan,- Phải thu từ các bên liên quan,341.501.387.916,-,-,341.501.387.916,341501387916.0,,,341501387916.0
- Phải thu cổ tức,- Phải thu cổ tức,- Phải thu cổ tức,537.510.000,-,-,537.510.000,537510000.0,,,537510000.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,4.630.005.054,-,-,4.630.005.054,4630005054.0,,,4630005054.0
Tổng,Tổng,Tổng,3.995.092.503.518,-,93.767.600.000,4.088.860.103.518,3995092503518.0,,93767600000.0,4088860103518.0
