row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2014,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2014
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.710.116.548.654,3.934.260.797.622,,,2710116548654.0,3934260797622.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,102.066.332.942,51.106.195.242,,5.0,102066332942.0,51106195242.0
111,111,111,1. Tiền,,102.066.332.942,51.106.195.242,,,102066332942.0,51106195242.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,,2.175.368.486.154,3.398.540.726.339,,,2175368486154.0,3398540726339.0
121,121,121,1. Chứng khoán kinh doanh,6.1,832.092.093.361,849.923.454.039,,61.0,832092093361.0,849923454039.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,6.1,(247.723.607.207),(260.382.727.700),,61.0,-247723607207.0,-260382727700.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,6.2,1.591.000.000.000,2.809.000.000.000,,62.0,1591000000000.0,2809000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,420.406.982.110,480.227.591.969,,,420406982110.0,480227591969.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,415.776.977.056,478.506.168.229,,7.0,415776977056.0,478506168229.0
136,136,136,2. Phải thu ngắn hạn khác,,4.630.005.054,1.721.423.740,,,4630005054.0,1721423740.0
150,150,150,IV. Tài sản ngắn hạn khác,,12.274.747.448,4.386.284.072,,,12274747448.0,4386284072.0
151,151,151,1. Chi phí trả trước ngắn hạn,,11.275.044.638,3.072.863.661,,,11275044638.0,3072863661.0
155,155,155,2. Tài sản ngắn hạn khác,,999.702.810,1.313.420.411,,,999702810.0,1313420411.0
200,200,200,B. TÀI SẢN DÀI HẠN,,9.446.129.887.149,7.794.372.829.401,,,9446129887149.0,7794372829401.0
220,220,220,I. Tài sản cố định,,323.494.050.985,370.401.160.929,,,323494050985.0,370401160929.0
221,221,221,1. Tài sản cố định hữu hình,8,275.766.224.563,317.040.135.814,,8.0,275766224563.0,317040135814.0
222,222,222,Nguyên giá,,569.087.607.260,566.602.478.900,,,569087607260.0,566602478900.0
223,223,223,Giá trị hao mòn lũy kế,,(293.321.382.697),(249.562.343.086),,,-293321382697.0,-249562343086.0
227,227,227,2. Tài sản cố định vô hình,9,47.727.826.422,53.361.025.115,,9.0,47727826422.0,53361025115.0
228,228,228,Nguyên giá,,128.078.050.156,126.392.449.456,,,128078050156.0,126392449456.0
229,229,229,Giá trị hao mòn lũy kế,,(80.350.223.734),(73.031.424.341),,,-80350223734.0,-73031424341.0
240,240,240,II. Tài sản dở dang dài hạn,,45.322.742.955,44.685.588.684,,,45322742955.0,44685588684.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,10,45.322.742.955,44.685.588.684,,10.0,45322742955.0,44685588684.0
250,250,250,III. Đầu tư tài chính dài hạn,,9.073.524.713.209,7.379.286.079.788,,,9073524713209.0,7379286079788.0
251,251,251,1. Đầu tư vào công ty con và BVIF,6.3,5.361.291.148.720,4.891.291.148.720,,63.0,5361291148720.0,4891291148720.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",6.3,1.737.000.000.000,1.737.000.000.000,,63.0,1737000000000.0,1737000000000.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,6.3,(153.223.980),(496.381.589),,63.0,-153223980.0,-496381589.0
255,255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,6.2,1.975.386.788.469,751.491.312.657,,62.0,1975386788469.0,751491312657.0
260,260,260,IV. Tài sản dài hạn khác,,3.788.380.000,-,,,3788380000.0,
262,262,262,1. Tài sản thuế thu nhập hoãn lại,20.2,3.788.380.000,-,,202.0,3788380000.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,12.156.246.435.803,11.728.633.627.023,,,12156246435803.0,11728633627023.0
