row_label_raw,row_label_full,col_0,Tại ngày 31 tháng 12 năm 2015 > Giá gốc,Tại ngày 31 tháng 12 năm 2015 > Giá trị ghi sổ,Tại ngày 31 tháng 12 năm 2014 > Giá gốc,Tại ngày 31 tháng 12 năm 2014 > Giá trị ghi sổ,numeric__Tại ngày 31 tháng 12 năm 2015 > Giá gốc,numeric__Tại ngày 31 tháng 12 năm 2015 > Giá trị ghi sổ,numeric__Tại ngày 31 tháng 12 năm 2014 > Giá gốc,numeric__Tại ngày 31 tháng 12 năm 2014 > Giá trị ghi sổ
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Tiền gửi (*),Ngắn hạn > Tiền gửi (*),Tiền gửi (*),1.737.000.000.000,1.573.000.000.000,2.793.000.000.000,2.629.000.000.000,1737000000000.0,1573000000000.0,2793000000000.0,2629000000000.0
Trái phiếu (***),Ngắn hạn > Trái phiếu (***),Trái phiếu (***),60.000.000.000,18.000.000.000,210.000.000.000,180.000.000.000,60000000000.0,18000000000.0,210000000000.0,180000000000.0
,,,1.797.000.000.000,1.591.000.000.000,3.003.000.000.000,2.809.000.000.000,1797000000000.0,1591000000000.0,3003000000000.0,2809000000000.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,
Tiền gửi (**),Dài hạn > Tiền gửi (**),Tiền gửi (**),50.000.000.000,50.000.000.000,157.000.000.000,157.000.000.000,50000000000.0,50000000000.0,157000000000.0,157000000000.0
Trái phiếu (***),Dài hạn > Trái phiếu (***),Trái phiếu (***),1.944.328.688.469,1.925.386.788.469,594.491.312.657,594.491.312.657,1944328688469.0,1925386788469.0,594491312657.0,594491312657.0
,,,1.994.328.688.469,1.975.386.788.469,751.491.312.657,751.491.312.657,1994328688469.0,1975386788469.0,751491312657.0,751491312657.0
,,,3.791.328.688.469,3.566.386.788.469,3.754.491.312.657,3.560.491.312.657,3791328688469.0,3566386788469.0,3754491312657.0,3560491312657.0
