row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND
Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,Doanh thu từ hoạt động đầu tư tài chính,,
Lãi tiền gửi không kỳ hạn,Doanh thu từ hoạt động đầu tư tài chính > Lãi tiền gửi không kỳ hạn,Lãi tiền gửi không kỳ hạn,1.028.728.557,810.457.277,1028728557.0,810457277.0
Lãi tiền gửi có kỳ hạn,Doanh thu từ hoạt động đầu tư tài chính > Lãi tiền gửi có kỳ hạn,Lãi tiền gửi có kỳ hạn,178.664.124.927,256.424.422.284,178664124927.0,256424422284.0
Lãi trái phiếu,Doanh thu từ hoạt động đầu tư tài chính > Lãi trái phiếu,Lãi trái phiếu,74.788.200.260,61.302.822.469,74788200260.0,61302822469.0
Cổ tức và lợi nhuận được chia,Doanh thu từ hoạt động đầu tư tài chính > Cổ tức và lợi nhuận được chia,Cổ tức và lợi nhuận được chia,940.277.325.335,936.304.566.157,940277325335.0,936304566157.0
Lãi chênh lệch tỷ giả chưa thực hiện,Doanh thu từ hoạt động đầu tư tài chính > Lãi chênh lệch tỷ giả chưa thực hiện,Lãi chênh lệch tỷ giả chưa thực hiện,1.585.257,510.561,1585257.0,510561.0
Các khoản thu nhập khác,Doanh thu từ hoạt động đầu tư tài chính > Các khoản thu nhập khác,Các khoản thu nhập khác,1.975.791.498,6.759.012.666,1975791498.0,6759012666.0
,,,1.196.735.755.834,1.261.601.791.414,1196735755834.0,1261601791414.0
Doanh thu từ hoạt động khác,Doanh thu từ hoạt động khác,Doanh thu từ hoạt động khác,Doanh thu từ hoạt động khác,Doanh thu từ hoạt động khác,,
Cho thuê văn phòng,Doanh thu từ hoạt động khác > Cho thuê văn phòng,Cho thuê văn phòng,72.797.183.675,77.536.522.765,72797183675.0,77536522765.0
Doanh thu từ cung cấp dịch vụ Công nghệ thông tin,Doanh thu từ hoạt động khác > Doanh thu từ cung cấp dịch vụ Công nghệ thông tin,Doanh thu từ cung cấp dịch vụ Công nghệ thông tin,45.966.383.948,-,45966383948.0,
,,,118.763.567.623,77.536.522.765,118763567623.0,77536522765.0
,,,1.315.499.323.457,1.339.138.314.179,1315499323457.0,1339138314179.0
