row_label_raw,row_label_full,col_0,31/12/2018,31/12/2018_1,01/01/2018,01/01/2018_1,numeric__31/12/2018,numeric__31/12/2018_1,numeric__01/01/2018,numeric__01/01/2018_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Chi phí Sản xuất kinh doanh dở dang,Chi phí Sản xuất kinh doanh dở dang,Chi phí Sản xuất kinh doanh dở dang,1.080.978.170.220,-,696.997.432.601,-,1080978170220.0,,696997432601.0,
Thành phẩm,Thành phẩm,Thành phẩm,16.254.061.250,-,-,-,16254061250.0,,,
Hàng hóa,Hàng hóa,Hàng hóa,63.716.206.443,-,230.379.854,-,63716206443.0,,230379854.0,
Tổng,Tổng,Tổng,1.160.948.437.913,-,697.227.812.455,-,1160948437913.0,,697227812455.0,
Chi phí Sản xuất kinh doanhđđo dang,Chi phí Sản xuất kinh doanhđđo dang,Chi phí Sản xuất kinh doanhđđo dang,Chi phí Sản xuất kinh doanhđđo dang,Chi phí Sản xuất kinh doanhđđo dang,Chi phí Sản xuất kinh doanhđđo dang,Chi phí Sản xuất kinh doanhđđo dang,,,,
Dự án Phú Hải (1),Chi phí Sản xuất kinh doanhđđo dang > Dự án Phú Hải (1),Dự án Phú Hải (1),51.170.321.029,-,-,-,51170321029.0,,,
Dự án Tân Tây Đô,Chi phí Sản xuất kinh doanhđđo dang > Dự án Tân Tây Đô,Dự án Tân Tây Đô,-,-,23.303.623.700,,,,23303623700.0,
Dự án Vạn Phúc,Chi phí Sản xuất kinh doanhđđo dang > Dự án Vạn Phúc,Dự án Vạn Phúc,-,-,44.459.530.378,-,,,44459530378.0,
Dự án Phú Lương (2),Chi phí Sản xuất kinh doanhđđo dang > Dự án Phú Lương (2),Dự án Phú Lương (2),798.598.617.736,-,272.048.749.464,-,798598617736.0,,272048749464.0,
Dự án Trâu Quỳ (3),Chi phí Sản xuất kinh doanhđđo dang > Dự án Trâu Quỳ (3),Dự án Trâu Quỳ (3),131.074.561.555,-,258.104.927.836,-,131074561555.0,,258104927836.0,
Dự án Cồn Tân Lập (4),Chi phí Sản xuất kinh doanhđđo dang > Dự án Cồn Tân Lập (4),Dự án Cồn Tân Lập (4),60.099.495.433,,59.846.497.000,-,60099495433.0,,59846497000.0,
Dự án khác,Chi phí Sản xuất kinh doanhđđo dang > Dự án khác,Dự án khác,40.035.174.467,-,39.234.104.223,-,40035174467.0,,39234104223.0,
