row_label_raw,row_label_full,col_0,31/12/2018VND,01/01/2018VND,numeric__31/12/2018VND,numeric__01/01/2018VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,289.231.904.803,1.140.084.201.210,289231904803.0,1140084201210.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,753.236.088,881.389.923,753236088.0,881389923.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,-,216.721.645,,216721645.0
Bảo hiểm y tế,Bảo hiểm y tế,Bảo hiểm y tế,-,39.459.401,,39459401.0
Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,-,16.851.269,,16851269.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",159.682.119.075,724.659.366.662,159682119075.0,724659366662.0
"Phải trả, phải nộp khác","Phải trả, phải nộp khác","Phải trả, phải nộp khác",128.796.549.640,414.270.412.310,128796549640.0,414270412310.0
Công ty CP dịch vụ & địa ốc Đất Xanh Miền Bắc,Công ty CP dịch vụ & địa ốc Đất Xanh Miền Bắc,Công ty CP dịch vụ & địa ốc Đất Xanh Miền Bắc,-,145.958.780.000,,145958780000.0
Công ty Cổ phần Sông Đà - Thăng Long (1),Công ty Cổ phần Sông Đà - Thăng Long (1),Công ty Cổ phần Sông Đà - Thăng Long (1),28.180.465.630,118.480.465.630,28180465630.0,118480465630.0
Công ty TNHH An Quý Hưng,Công ty TNHH An Quý Hưng,Công ty TNHH An Quý Hưng,-,3.969.660.760,,3969660760.0
Công ty TNHH Đầu Tư và dịch vụ Hải Lương,Công ty TNHH Đầu Tư và dịch vụ Hải Lương,Công ty TNHH Đầu Tư và dịch vụ Hải Lương,-,5.302.959.296,,5302959296.0
Công ty Cổ phần đầu tư Hải Phát Thủ Đô,Công ty Cổ phần đầu tư Hải Phát Thủ Đô,Công ty Cổ phần đầu tư Hải Phát Thủ Đô,-,12.844.534.302,,12844534302.0
Phí bảo trì dự án,Phí bảo trì dự án,Phí bảo trì dự án,85.190.729.679,94.469.209.072,85190729679.0,94469209072.0
Phải trả đối tượng khác,Phải trả đối tượng khác,Phải trả đối tượng khác,15.425.354.331,33.244.803.250,15425354331.0,33244803250.0
Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,,
Công ty CP Đầu tư Đại Đông Á (đặt cọc),Trong đó phải trả các bên liên quan: > Công ty CP Đầu tư Đại Đông Á (đặt cọc),Công ty CP Đầu tư Đại Đông Á (đặt cọc),20.000.000.000,-,20000000000.0,
Công ty TNHH Đầu Tư và dịch vụ Hải Lương,Trong đó phải trả các bên liên quan: > Công ty TNHH Đầu Tư và dịch vụ Hải Lương,Công ty TNHH Đầu Tư và dịch vụ Hải Lương,-,5.302.959.296,,5302959296.0
Công ty Cổ phần đầu tư Hải Phát Thủ Đô,Trong đó phải trả các bên liên quan: > Công ty Cổ phần đầu tư Hải Phát Thủ Đô,Công ty Cổ phần đầu tư Hải Phát Thủ Đô,-,12.844.534.302,,12844534302.0
Dài hạn,Trong đó phải trả các bên liên quan: > Dài hạn,Dài hạn,339.721.685.091,543.911.379.296,339721685091.0,543911379296.0
Nhận ký quỹ ký cược dài hạn,Trong đó phải trả các bên liên quan: > Nhận ký quỹ ký cược dài hạn,Nhận ký quỹ ký cược dài hạn,366.736.125,-,366736125.0,
"Phải trả, phải nộp khác","Trong đó phải trả các bên liên quan: > Phải trả, phải nộp khác","Phải trả, phải nộp khác",339.354.948.966,543.911.379.296,339354948966.0,543911379296.0
Công ty Cổ phần đầu tư Hải Phát Thủ Đô (2),Trong đó phải trả các bên liên quan: > Công ty Cổ phần đầu tư Hải Phát Thủ Đô (2),Công ty Cổ phần đầu tư Hải Phát Thủ Đô (2),202.200.220.000,202.200.220.000,202200220000.0,202200220000.0
Công ty CP Bất Đông Sản Hải Phát,Trong đó phải trả các bên liên quan: > Công ty CP Bất Đông Sản Hải Phát,Công ty CP Bất Đông Sản Hải Phát,-,280.000.000.000,,280000000000.0
Công ty CP dịch vụ & địa ốc Đất Xanh Miền Bắc(3),Trong đó phải trả các bên liên quan: > Công ty CP dịch vụ & địa ốc Đất Xanh Miền Bắc(3),Công ty CP dịch vụ & địa ốc Đất Xanh Miền Bắc(3),118.528.387.190,-,118528387190.0,
Phải trả đối tượng khác,Trong đó phải trả các bên liên quan: > Phải trả đối tượng khác,Phải trả đối tượng khác,18.626.341.776,61.711.159.296,18626341776.0,61711159296.0
Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,Trong đó phải trả các bên liên quan:,,
Công ty CP đầu tư Hải Phát Thủ Đô,Trong đó phải trả các bên liên quan: > Công ty CP đầu tư Hải Phát Thủ Đô,Công ty CP đầu tư Hải Phát Thủ Đô,202.200.220.000,202.200.220.000,202200220000.0,202200220000.0
Tổng,Trong đó phải trả các bên liên quan: > Tổng,Tổng,628.953.589.894,1.683.995.580.506,628953589894.0,1683995580506.0
