row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2018VND,Năm 2017VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2018VND,numeric__Năm 2017VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,5.20,2.019.623.990.873,1.080.467.398.252,,1.0,520.0,2019623990873.0,1080467398252.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,2.019.623.990.873,1.080.467.398.252,,10.0,,2019623990873.0,1080467398252.0
4.,4.,4.,Giá vốn hàng bán,11,5.21,1.525.775.265.443,797.246.871.292,,11.0,521.0,1525775265443.0,797246871292.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,493.848.725.430,283.220.526.960,,20.0,,493848725430.0,283220526960.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,5.22,246.335.973.066,306.951.473.732,,21.0,522.0,246335973066.0,306951473732.0
7.,7.,7.,Chi phí tài chính,22,5.23,11.798.180.202,28.883.470.280,,22.0,523.0,11798180202.0,28883470280.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,11.798.180.202,28.867.153.361,,23.0,,11798180202.0,28867153361.0
8.,8.,8.,"Phần lãi (lỗ) trong công ty liên kết, liên doanh",24,,(555.051.574),162.451.395,,24.0,,-555051574.0,162451395.0
9.,9.,9.,Chi phí bán hàng,25,,34.516.629.221,59.730.666.439,,25.0,,34516629221.0,59730666439.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,,113.743.243.389,89.490.732.427,,26.0,,113743243389.0,89490732427.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)+24-(25+26)},30,,579.571.594.110,412.229.582.941,,30.0,,579571594110.0,412229582941.0
12.,12.,12.,Thu nhập khác,31,5.24,20.671.536.641,1.237.218.427,,31.0,524.0,20671536641.0,1237218427.0
13.,13.,13.,Chi phí khác,32,5.24,1.652.774.024,10.576.879.055,,32.0,524.0,1652774024.0,10576879055.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,5.24,19.018.762.617,(9.339.660.628),,40.0,524.0,19018762617.0,-9339660628.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40),50,,598.590.356.727,402.889.922.313,,50.0,,598590356727.0,402889922313.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,5.25,143.791.012.051,80.317.038.920,,51.0,525.0,143791012051.0,80317038920.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,2.529.464.773,(2.595.382.412),,52.0,,2529464773.0,-2595382412.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,452.269.879.903,325.168.265.805,,60.0,,452269879903.0,325168265805.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông Công ty mẹ,61,,452.274.025.361,325.182.591.958,,61.0,,452274025361.0,325182591958.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(4.145.458),(14.326.153),,62.0,,-4145458.0,-14326153.0
20.1,20.1,20.1,Lãi cơ bản trên cổ phiếu,70,5.26,2.239,2.044,,70.0,526.0,2239.0,2044.0
