row_label_raw,row_label_full,col_0,Nam nay,Nam trước,numeric__Nam nay,numeric__Nam trước
Trả lãi tiền gửi,Trả lãi tiền gửi,Trả lãi tiền gửi,2.697.839,2.765.559,2697839.0,2765559.0
Trả lãi tiền vay,Trả lãi tiền vay,Trả lãi tiền vay,165.954,3.051,165954.0,3051.0
Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,14.299,39.632,14299.0,39632.0
Chi phí khác từ hoạt động tín dụng,Chi phí khác từ hoạt động tín dụng,Chi phí khác từ hoạt động tín dụng,421.484,719.386,421484.0,719386.0
Cộng,Cộng,Cộng,3.299.576,3.527.628,3299576.0,3527628.0
